TransactionNumber,DateNumber,SpecieNumber,MarketingNumber,TermNumber,ImporterNumber,ExporterNumber,Quantity,UnitPrice,TotalPrice
163961,20120509,12407,218,931,1143,1168,79,266,21014
163962,20130123,12409,257,931,1143,1168,15,943,14145
112235,20100521,4626,203,931,1143,1121,92,411,37812
125969,20101204,6076,301,931,1143,1084,12,78,936
125972,20101205,6077,273,931,1143,1110,85,489,41565
125974,20100217,6079,322,931,1143,1110,75,317,23775
125976,20090114,6076,367,931,1143,1110,93,873,81189
125984,20091025,6076,318,931,1143,1121,78,378,29484
127881,20110128,6117,255,931,1143,1212,14,165,2310
111379,20130220,4592,345,931,1143,1212,84,849,71316
125962,20170411,6076,244,931,1143,1230,61,795,48495
125963,20130826,6076,243,931,1143,1093,73,739,53947
125977,20170130,6086,303,931,1143,1121,27,461,12447
127871,20141023,6117,205,931,1143,1093,97,690,66930
127873,20121230,6117,367,931,1143,1084,52,759,39468
127877,20150404,6117,262,931,1143,1110,75,479,35925
111361,20090913,4592,268,931,1143,1110,9,424,3816
111378,20120930,4592,329,931,1143,1212,27,739,19953
101251,20090531,3262,314,931,1143,1084,47,579,27213
127876,20100614,6122,310,931,1143,1084,83,686,56938
101053,20140810,3249,210,931,1143,1212,33,122,4026
101252,20131127,3253,248,931,1143,1084,7,988,6916
101253,20140412,3255,232,931,1143,1084,81,87,7047
101256,20131219,3254,255,931,1143,1212,39,260,10140
111374,20101103,4614,366,931,1143,1212,52,461,23972
111377,20090515,4592,202,931,1143,1212,28,288,8064
112881,20091007,4643,369,931,1143,1212,98,767,75166
113444,20090210,4652,301,931,1143,1110,15,379,5685
125968,20100227,6076,292,931,1143,1084,38,812,30856
125971,20100405,6077,249,931,1143,1110,51,186,9486
125978,20090723,6077,262,931,1143,1121,67,375,25125
125991,20111103,6077,206,931,1143,1212,71,913,64823
154302,20091019,11535,218,931,1143,1084,27,630,17010
154312,20100415,11537,253,931,1143,1212,7,705,4935
154314,20111120,11535,281,931,1143,1212,13,778,10114
156977,20101125,11601,244,931,1143,1230,91,371,33761
156979,20100311,11598,337,931,1143,1230,42,697,29274
156983,20100802,11601,349,931,1143,1084,97,229,22213
156985,20100708,11598,299,931,1143,1249,68,774,52632
157005,20100406,11599,365,931,1143,1212,19,938,17822
157011,20111214,11598,284,931,1143,1212,63,767,48321
162999,20110417,12370,206,931,1143,1110,87,1000,87000
111351,20130715,4592,224,931,1143,1230,92,999,91908
111353,20140529,4600,203,931,1143,1230,39,241,9399
111354,20130530,4592,303,931,1143,1093,61,197,12017
111366,20150905,4592,222,931,1143,1121,19,798,15162
111382,20170826,4600,314,931,1143,1212,97,191,18527
112232,20130304,4622,275,931,1143,1121,47,585,27495
112234,20151220,4629,287,931,1143,1121,89,810,72090
112877,20120309,4640,328,931,1143,1121,94,488,45872
112878,20181201,4640,364,931,1143,1212,63,555,34965
113449,20140507,4652,243,931,1143,1212,20,913,18260
125960,20180108,6077,282,931,1143,1230,1,877,877
125961,20140104,6076,294,931,1143,1230,53,895,47435
125965,20151005,6087,222,931,1143,1084,82,614,50348
125966,20120316,6077,253,931,1143,1084,41,760,31160
125973,20160415,6079,272,931,1143,1110,4,365,1460
125975,20130805,6076,296,931,1143,1110,8,328,2624
125983,20131115,6076,331,931,1143,1121,18,941,16938
125990,20170408,6087,202,931,1143,1212,64,442,28288
125993,20180505,6076,272,931,1143,1212,98,528,51744
125995,20181217,6076,205,931,1143,1250,97,24,2328
127870,20170704,6117,373,931,1143,1230,34,10,340
127872,20161118,6117,369,931,1143,1084,40,537,21480
127875,20181028,6119,358,931,1143,1084,81,346,28026
127880,20151003,6117,278,931,1143,1212,29,17,493
127884,20181123,6119,201,931,1143,1212,86,311,26746
154298,20131216,11535,258,931,1143,1230,33,187,6171
154299,20171223,11535,274,931,1143,1050,6,382,2292
154301,20170502,11536,278,931,1143,1050,86,216,18576
154304,20151102,11535,283,931,1143,1110,78,556,43368
154309,20141029,11535,320,931,1143,1121,21,476,9996
154311,20151217,11535,238,931,1143,1168,51,328,16728
154316,20130723,11535,238,931,1143,1232,73,697,50881
154782,20131031,11557,356,931,1143,1084,18,605,10890
156981,20180818,11598,251,931,1143,1223,65,567,36855
156984,20120111,11598,249,931,1143,1084,32,97,3104
156987,20140725,11601,283,931,1143,1110,96,952,91392
156988,20160202,11598,213,931,1143,1110,94,448,42112
156996,20170823,11599,359,931,1143,1121,88,890,78320
157001,20140321,11598,287,931,1143,1121,11,410,4510
157007,20120408,11601,228,931,1143,1212,98,134,13132
125967,20121013,6076,262,931,1143,1084,81,404,32724
113447,20110905,4652,216,931,1143,1121,89,420,37380
154783,20111107,11556,353,931,1143,1121,31,929,28799
155299,20111002,11573,222,931,1143,1121,62,143,8866
163000,20110119,12371,251,931,1143,1121,73,608,44384
111365,20161002,4592,230,931,1143,1121,90,273,24570
112455,20180310,4632,260,931,1143,1121,71,175,12425
129900,20130331,6376,329,931,1143,1121,84,755,63420
156995,20140916,11599,322,931,1143,1121,41,220,9020
163001,20150403,12385,213,931,1143,1121,13,935,12155
163957,20170305,12407,262,931,1143,1121,4,606,2424
155321,20180223,11575,299,931,1143,1212,59,849,50091
125982,20180605,6076,210,931,1143,1121,49,855,41895
127879,20121121,6117,270,931,1143,1121,31,714,22134
127868,20110228,6130,340,931,1143,1248,19,538,10222
111364,20150831,4592,297,931,1143,1121,70,671,46970
112876,20090624,4640,222,931,1143,1121,49,855,41895
125959,20130416,6076,356,931,1143,1248,3,225,675
125981,20131117,6076,220,931,1143,1121,59,522,30798
127878,20101220,6117,331,931,1143,1121,34,243,8262
154308,20090805,11535,322,931,1143,1121,87,366,31842
156998,20130719,11601,358,931,1143,1121,24,528,12672
157000,20120823,11598,251,931,1143,1121,68,133,9044
157003,20141031,11598,358,931,1143,1158,93,400,37200
120108,20141204,5639,204,926,1143,1121,89,18,1602
120316,20151129,5645,285,926,1143,1121,100,264,26400
135882,20100108,7200,266,925,1143,1084,85,342,29070
135883,20181019,7200,268,925,1143,1121,95,368,34960
106814,20170605,4189,294,925,1143,1093,51,686,34986
106815,20181127,4191,366,925,1143,1093,1,656,656
106816,20170701,4188,227,925,1143,1093,92,510,46920
106817,20140624,4188,260,925,1143,1093,8,535,4280
107561,20170129,4215,283,925,1143,1093,46,195,8970
141439,20121216,8494,246,925,1143,1093,66,992,65472
148102,20120410,10640,214,925,1143,1084,70,326,22820
156994,20131221,11599,275,923,1143,1121,18,419,7542
157004,20141212,11599,326,923,1143,1212,23,671,15433
125980,20120106,6076,306,923,1143,1121,100,729,72900
111385,20130226,4595,205,923,1143,1250,27,438,11826
125979,20110909,6076,324,923,1143,1121,67,509,34103
154306,20100728,11535,257,923,1143,1121,9,599,5391
120315,20101231,5643,264,923,1143,1121,15,884,13260
111376,20160412,4592,270,917,1143,1212,36,700,25200
127869,20170816,6121,349,915,1143,1016,92,113,10396
163002,20090321,12369,328,914,1143,1121,43,185,7955
111359,20150812,4592,206,914,1143,1084,9,295,2655
111368,20161118,4592,299,914,1143,1121,13,334,4342
162994,20130216,12371,353,914,1143,1084,31,944,29264
127874,20180928,6117,349,914,1143,1084,47,199,9353
101255,20141101,3253,205,914,1143,1212,91,745,67795
125970,20160221,6076,314,914,1143,1084,44,637,28028
127883,20180402,6117,287,914,1143,1212,59,821,48439
100833,20160102,3219,303,909,1143,1249,81,654,52974
103819,20131221,3532,205,909,1143,1121,36,358,12888
100832,20100320,3218,328,909,1143,1249,52,403,20956
166041,20101215,12722,279,908,1143,1093,75,106,7950
111348,20100106,4592,234,906,1143,1017,14,475,6650
111358,20100303,4592,220,906,1143,1084,44,78,3432
111381,20100912,4592,230,906,1143,1212,92,436,40112
111386,20090202,4595,284,906,1143,1250,82,976,80032
157009,20141014,11605,318,906,1143,1212,17,412,7004
163960,20120115,12409,294,906,1143,1121,43,979,42097
125986,20111103,6088,266,906,1143,1212,98,937,91826
111383,20120410,4600,320,906,1143,1212,82,238,19516
125992,20140119,6079,329,906,1143,1212,54,12,648
125994,20150921,6076,240,906,1143,1212,5,67,335
101254,20180118,3253,214,906,1143,1212,18,924,16632
125988,20140301,6105,230,906,1143,1212,64,815,52160
127882,20100415,6117,347,906,1143,1212,93,595,55335
112880,20160308,4640,242,906,1143,1212,4,700,2800
125996,20170108,6085,303,906,1143,1218,1,181,181
127885,20150403,6123,246,906,1143,1212,30,731,21930
154313,20150119,11537,309,906,1143,1212,40,823,32920
106821,20110119,4188,349,905,1143,1084,42,268,11256
106825,20090928,4188,306,905,1143,1096,80,767,61360
107560,20111015,4214,353,905,1143,1050,45,824,37080
107562,20101118,4214,296,905,1143,1093,13,231,3003
107565,20091101,4213,290,905,1143,1084,50,440,22000
107567,20090217,4214,201,905,1143,1121,35,851,29785
108058,20090717,4254,257,905,1143,1084,92,242,22264
108059,20101005,4256,353,905,1143,1084,58,856,49648
108060,20090114,4256,253,905,1143,1121,17,775,13175
108209,20090513,4259,213,905,1143,1223,57,927,52839
108210,20100109,4259,347,905,1143,1084,7,27,189
106813,20160628,4188,352,905,1143,1230,13,576,7488
106818,20150726,4191,372,905,1143,1223,2,360,720
106819,20121216,4191,324,905,1143,1084,26,513,13338
106822,20140124,4188,341,905,1143,1084,40,96,3840
106823,20180318,4188,308,905,1143,1084,24,445,10680
106826,20130309,4188,329,905,1143,1121,95,958,91010
106827,20140310,4188,213,905,1143,1121,65,22,1430
107234,20160331,4208,367,905,1143,1223,5,975,4875
107563,20121229,4211,209,905,1143,1084,50,453,22650
107564,20170708,4212,370,905,1143,1084,1,231,231
107566,20131112,4214,248,905,1143,1084,17,59,1003
107816,20150409,4231,268,905,1143,1093,16,175,2800
107874,20150719,4234,260,905,1143,1093,10,813,8130
107920,20171111,4240,298,905,1143,1223,32,724,23168
108055,20120520,4256,335,905,1143,1093,96,614,58944
108056,20120802,4258,227,905,1143,1084,17,142,2414
108057,20151020,4257,310,905,1143,1084,43,835,35905
108211,20131218,4261,308,905,1143,1084,68,659,44812
108212,20181227,4261,343,905,1143,1121,1,108,108
108369,20171030,4267,328,905,1143,1084,32,107,3424
108370,20130726,4268,224,905,1143,1084,5,417,2085
108586,20170606,4276,331,905,1143,1121,12,285,3420
114309,20111130,4782,234,904,1143,1212,13,637,8281
120734,20120317,5679,369,904,1143,1212,65,275,17875
120733,20160802,5679,331,904,1143,1212,7,993,6951
135159,20170121,7096,277,904,1143,1212,13,292,3796
133861,20150112,6885,277,904,1143,1212,65,26,1690
100582,20110822,3163,239,904,1143,1063,86,498,42828
103211,20140829,3436,361,904,1143,1218,81,101,8181
103662,20150718,3506,296,904,1143,1212,59,840,49560
109646,20111129,4513,363,904,1143,1114,80,175,14000
111350,20100405,4592,272,904,1143,1024,83,491,40753
113767,20100325,4671,295,904,1143,1105,98,289,28322
120814,20111030,5682,287,904,1143,1114,89,627,55803
121586,20100918,5723,216,904,1143,1114,97,235,22795
124314,20110624,6043,356,904,1143,1121,72,79,5688
132345,20101015,6736,209,904,1143,1114,9,525,4725
132493,20090415,6749,287,904,1143,1114,99,812,80388
134269,20100202,6947,266,904,1143,1144,58,390,22620
134386,20100725,6978,216,904,1143,1144,82,374,30668
136837,20110831,7383,216,904,1143,1114,24,5,120
137000,20100220,7389,239,904,1143,1114,91,888,80808
137909,20110620,7494,274,904,1143,1114,91,195,17745
138012,20110531,7500,354,904,1143,1114,88,185,16280
139009,20100615,7657,277,904,1143,1114,86,946,81356
150861,20110816,11021,275,904,1143,1105,45,425,19125
156992,20091020,11603,260,904,1143,1114,2,245,490
108708,20150519,4278,260,904,1143,1114,88,405,35640
109830,20150724,4561,361,904,1143,1225,75,994,74550
113768,20150413,4672,275,904,1143,1252,19,248,4712
113903,20130417,4705,358,904,1143,1162,37,469,17353
120981,20170315,5694,239,904,1143,1114,23,277,6371
121111,20180624,5700,309,904,1143,1114,2,483,966
121357,20150413,5709,208,904,1143,1114,31,967,29977
121494,20181001,5717,248,904,1143,1114,73,775,56575
121740,20180813,5732,281,904,1143,1114,90,709,63810
121916,20121112,5739,282,904,1143,1114,64,591,37824
122019,20121225,5745,272,904,1143,1114,89,240,21360
123897,20171008,5965,236,904,1143,1144,57,748,42636
123907,20180907,5966,284,904,1143,1144,47,359,16873
124008,20160323,5988,301,904,1143,1144,3,38,114
124065,20150324,5990,246,904,1143,1144,36,275,9900
124412,20170702,6058,253,904,1143,1250,6,188,1128
129046,20131120,6300,356,904,1143,1114,45,317,14265
129308,20130918,6316,365,904,1143,1114,62,207,12834
129402,20160307,6326,270,904,1143,1114,6,587,3522
131772,20121002,6688,290,904,1143,1114,77,477,36729
132162,20130816,6717,309,904,1143,1114,47,22,1034
132635,20161023,6763,364,904,1143,1114,47,930,43710
133860,20131205,6885,243,904,1143,1114,73,844,61612
134022,20150915,6909,243,904,1143,1114,41,732,30012
134156,20170221,6918,347,904,1143,1114,19,754,14326
134231,20160209,6941,367,904,1143,1144,38,106,4028
134244,20130323,6945,242,904,1143,1144,45,775,34875
134256,20140710,6946,310,904,1143,1144,60,484,29040
134287,20141228,6948,213,904,1143,1144,49,659,32291
134305,20160421,6958,365,904,1143,1144,94,235,22090
134326,20160526,6966,257,904,1143,1144,38,849,32262
134335,20131115,6968,316,904,1143,1144,89,809,72001
134357,20140307,6974,260,904,1143,1144,40,473,18920
134364,20131002,6975,220,904,1143,1144,75,30,2250
134972,20160531,7069,335,904,1143,1242,68,412,28016
136887,20141114,7384,301,904,1143,1114,77,198,15246
137086,20180209,7392,275,904,1143,1114,12,754,9048
138169,20170208,7520,201,904,1143,1114,6,693,4158
138949,20160714,7654,370,904,1143,1114,37,241,8917
147128,20170510,10310,287,904,1143,1258,64,211,13504
148692,20160820,10757,216,904,1143,1114,95,237,22515
149028,20121219,10778,236,904,1143,1114,38,384,14592
149832,20140106,10878,337,904,1143,1114,83,899,74617
149946,20161027,10889,310,904,1143,1114,64,360,23040
150023,20170905,10894,201,904,1143,1114,29,795,23055
150146,20130128,10899,331,904,1143,1114,14,716,10024
150807,20170924,11011,284,904,1143,1105,62,888,55056
151131,20151013,11053,273,904,1143,1105,85,487,41395
151288,20120105,11073,253,904,1143,1105,85,706,60010
152148,20120217,11243,353,904,1143,1105,46,28,1288
159144,20180218,11945,268,904,1143,1212,82,104,8528
160016,20150525,12017,266,904,1143,1250,100,538,53800
160078,20171024,12031,240,904,1143,1250,12,410,4920
161222,20120417,12172,312,904,1143,1114,53,915,48495
161690,20150427,12267,205,904,1143,1114,74,972,71928
165292,20150324,12619,343,904,1143,1110,34,860,29240
120732,20140414,5679,297,904,1143,1212,6,761,4566
155528,20101105,11588,345,904,1143,1237,81,763,61803
155531,20100816,11589,290,904,1143,1252,84,303,25452
155526,20161119,11592,352,904,1143,1248,30,990,29700
155529,20170305,11589,205,904,1143,1250,52,926,48152
160153,20150124,12054,301,904,1143,1252,29,668,19372
162413,20150825,12347,282,904,1143,1252,10,381,3810
150399,20100203,10938,214,904,1143,1250,51,464,23664
120731,20180708,5679,331,904,1143,1212,49,790,38710
150483,20131109,10949,310,904,1143,1250,4,807,3228
108707,20100909,4278,366,904,1143,1114,57,107,6099
121209,20111226,5704,244,904,1143,1114,53,131,6943
121739,20090424,5732,343,904,1143,1114,69,416,28704
132014,20090206,6713,282,904,1143,1114,13,125,1625
132161,20111224,6717,270,904,1143,1114,11,976,10736
149370,20111223,10846,328,904,1143,1114,17,864,14688
149507,20110910,10854,216,904,1143,1114,51,625,31875
149831,20090506,10878,258,904,1143,1114,10,101,1010
150145,20100225,10899,279,904,1143,1114,56,787,44072
150482,20110324,10949,363,904,1143,1250,84,746,62664
160077,20100311,12030,337,904,1143,1186,89,656,58384
109645,20170508,4513,227,904,1143,1114,64,459,29376
109987,20140810,4581,236,904,1143,1114,13,372,4836
120980,20180225,5694,316,904,1143,1114,94,991,93154
121356,20130428,5709,201,904,1143,1114,63,823,51849
121493,20120630,5717,341,904,1143,1114,51,440,22440
121815,20130912,5737,210,904,1143,1114,38,917,34846
129143,20160812,6304,333,904,1143,1114,96,961,92256
129307,20180326,6316,320,904,1143,1114,33,169,5577
130116,20140614,6395,251,904,1143,1110,92,737,67804
130117,20170828,6397,242,904,1143,1250,18,860,15480
131771,20141122,6688,270,904,1143,1114,29,213,6177
132344,20171225,6736,373,904,1143,1114,45,251,11295
133859,20130517,6885,358,904,1143,1114,27,463,12501
134021,20120608,6909,218,904,1143,1114,86,133,11438
136772,20151005,7380,349,904,1143,1114,39,526,20514
136999,20180225,7389,258,904,1143,1114,73,879,64167
137908,20151024,7494,216,904,1143,1114,89,19,1691
138889,20130307,7651,222,904,1143,1114,11,723,7953
148691,20180729,10757,353,904,1143,1114,12,108,1296
149230,20150601,10831,333,904,1143,1114,60,800,48000
149591,20170215,10865,331,904,1143,1186,51,960,48960
150398,20181023,10938,370,904,1143,1250,62,32,1984
159536,20151215,11983,268,904,1143,1250,65,687,44655
159537,20180904,11984,273,904,1143,1252,37,754,27898
159927,20180417,12008,335,904,1143,1110,66,413,27258
160196,20121120,12063,218,904,1143,1110,16,209,3344
160291,20171122,12071,224,904,1143,1234,31,279,8649
167128,20180101,11979,369,904,1143,1186,56,403,22568
104899,20110928,3688,214,904,1143,1212,11,655,7205
104895,20130316,3688,227,904,1143,1114,4,528,2112
104896,20170527,3689,372,904,1143,1212,27,211,5697
104897,20170622,3690,201,904,1143,1212,94,455,42770
103487,20101203,3455,210,904,1143,1218,68,949,64532
104898,20091222,3688,277,904,1143,1212,97,129,12513
105367,20100621,3820,284,904,1143,1168,50,803,40150
105423,20100403,3836,301,904,1143,1168,93,148,13764
105439,20101221,3844,326,904,1143,1168,71,11,781
115446,20101210,4984,278,904,1143,1168,18,13,234
120708,20110906,5669,310,904,1143,1225,90,444,39960
122081,20110506,5757,352,904,1143,1218,62,604,37448
122162,20091220,5786,351,904,1143,1063,22,890,19580
122163,20110409,5787,279,904,1143,1063,6,336,2016
122164,20110914,5787,246,904,1143,1093,89,253,22517
135003,20100516,7071,306,904,1143,1250,87,530,46110
135094,20091225,7080,295,904,1143,1250,30,491,14730
150397,20100504,10938,296,904,1143,1168,1,580,580
150640,20090830,10969,333,904,1143,1163,88,367,32296
151132,20090423,11052,356,904,1143,1163,18,574,10332
151705,20110413,11165,209,904,1143,1163,49,90,4410
151917,20100402,11204,351,904,1143,1121,59,551,32509
152149,20090228,11243,218,904,1143,1168,26,789,20514
152394,20091203,11286,359,904,1143,1121,19,140,2660
153096,20100421,11390,329,904,1143,1163,33,721,23793
155530,20100406,11588,268,904,1143,1250,65,670,43550
159101,20110924,11939,326,904,1143,1212,94,205,19270
159928,20110124,12007,359,904,1143,1225,30,213,6390
160287,20100818,12077,296,904,1143,1110,14,749,10486
160289,20090319,12071,365,904,1143,1127,61,750,45750
160290,20100604,12071,308,904,1143,1232,58,239,13862
160508,20100301,12103,220,904,1143,1110,51,871,44421
160597,20090627,12135,214,904,1143,1235,14,36,504
166361,20090723,12747,253,904,1143,1168,37,22,814
166482,20090807,12761,356,904,1143,1168,81,876,70956
100583,20180607,3164,213,904,1143,1093,60,310,18600
100612,20180316,3176,257,904,1143,1063,86,364,31304
104977,20160904,3708,372,904,1143,1168,47,117,5499
104981,20151011,3711,366,904,1143,1168,75,996,74700
105119,20180502,3753,268,904,1143,1168,59,167,9853
105271,20150420,3800,209,904,1143,1168,32,166,5312
105366,20141021,3823,249,904,1143,1168,46,538,24748
105368,20171210,3822,372,904,1143,1168,95,931,88445
105369,20150622,3818,239,904,1143,1168,95,903,85785
113877,20180517,4702,257,904,1143,1168,59,225,13275
114308,20181118,4779,253,904,1143,1053,73,282,20586
114311,20140807,4779,205,904,1143,1212,15,570,8550
114459,20140802,4802,257,904,1143,1250,5,79,395
115255,20160919,4952,370,904,1143,1163,19,498,9462
115297,20150808,4963,234,904,1143,1168,46,524,24104
115365,20141027,4978,262,904,1143,1168,52,314,16328
115445,20180903,4985,244,904,1143,1163,95,706,67070
122104,20130116,5764,358,904,1143,1063,86,282,24252
123941,20130628,5971,345,904,1143,1235,32,53,1696
123942,20141126,5971,287,904,1143,1247,49,358,17542
123943,20151126,5972,308,904,1143,1250,77,751,57827
124064,20150721,5990,337,904,1143,1114,48,56,2688
124066,20151124,5990,208,904,1143,1247,20,605,12100
130362,20121209,6419,202,904,1143,1163,27,417,11259
133002,20130418,6810,298,904,1143,1218,47,881,41407
133703,20120918,6869,270,904,1143,1214,36,138,4968
134537,20121009,7020,262,904,1143,1168,94,231,21714
135037,20140108,7079,337,904,1143,1017,22,210,4620
135092,20130711,7083,370,904,1143,1070,54,159,8586
135093,20170209,7088,242,904,1143,1250,44,19,836
135158,20151101,7096,218,904,1143,1212,16,828,13248
137291,20120430,7437,275,904,1143,1168,43,480,20640
149590,20130814,10866,208,904,1143,1110,27,809,21843
150396,20180301,10942,274,904,1143,1163,47,34,1598
150435,20140118,10947,343,904,1143,1168,94,961,90334
150481,20120925,10949,309,904,1143,1168,74,350,25900
151133,20130728,11053,201,904,1143,1168,25,230,5750
151289,20120723,11072,331,904,1143,1163,70,105,7350
151290,20120713,11073,341,904,1143,1168,50,471,23550
151394,20180915,11098,359,904,1143,1163,36,746,26856
151495,20150618,11124,318,904,1143,1187,48,269,12912
151600,20120915,11150,367,904,1143,1168,40,959,38360
151779,20140517,11175,214,904,1143,1163,72,880,63360
151918,20150130,11202,222,904,1143,1121,81,776,62856
152090,20120624,11231,353,904,1143,1168,60,917,55020
152319,20140625,11279,314,904,1143,1121,42,642,26964
152320,20161019,11278,281,904,1143,1121,9,602,5418
152395,20121124,11283,324,904,1143,1121,67,240,16080
152396,20180318,11283,275,904,1143,1168,71,880,62480
152598,20140910,11331,364,904,1143,1121,64,415,26560
152599,20151203,11328,328,904,1143,1121,98,884,86632
152636,20131119,11335,257,904,1143,1121,6,47,282
152637,20150906,11334,326,904,1143,1121,78,53,4134
152664,20141213,11340,283,904,1143,1163,48,557,26736
152717,20150706,11347,278,904,1143,1121,91,747,67977
152718,20151211,11346,222,904,1143,1121,21,662,13902
153095,20120811,11390,244,904,1143,1125,62,683,42346
153278,20180519,11428,343,904,1143,1096,87,198,17226
153685,20151024,11520,277,904,1143,1114,46,193,8878
154317,20150107,11536,292,904,1143,1232,98,850,83300
155527,20160805,11597,347,904,1143,1168,98,236,23128
158093,20151017,11648,230,904,1143,1168,56,611,34216
159863,20151109,12004,343,904,1143,1110,68,238,16184
159864,20170917,12005,292,904,1143,1110,76,604,45904
159865,20150903,12002,209,904,1143,1110,66,194,12804
160013,20170104,12024,359,904,1143,1034,13,626,8138
160014,20160823,12016,299,904,1143,1053,71,946,67166
160015,20140827,12019,266,904,1143,1110,36,669,24084
160098,20140418,12035,248,904,1143,1110,28,16,448
160099,20170702,12036,298,904,1143,1218,47,862,40514
160115,20130703,12038,364,904,1143,1125,92,289,26588
160197,20121118,12062,306,904,1143,1110,7,329,2303
160288,20150918,12077,278,904,1143,1121,76,587,44612
160406,20141128,12088,273,904,1143,1110,58,715,41470
160466,20131014,12099,370,904,1143,1110,28,238,6664
161414,20150808,12198,318,904,1143,1239,92,748,68816
162329,20150504,12336,320,904,1143,1250,76,810,61560
163259,20150126,12390,341,904,1143,1114,60,859,51540
163276,20180620,12393,224,904,1143,1114,14,279,3906
165838,20130113,12688,232,904,1143,1110,12,15,180
166280,20170826,12741,370,904,1143,1168,75,774,58050
116218,20090922,5095,242,904,1143,1050,7,337,2359
118708,20091024,5470,312,904,1143,1050,18,439,7902
129526,20100307,6347,209,904,1143,1168,41,433,17753
141619,20090919,8528,349,904,1143,1050,9,463,4167
146399,20090512,10073,296,904,1143,1050,22,708,15576
156991,20100613,11603,308,904,1143,1114,46,136,6256
153369,20110725,11446,356,904,1143,1212,95,878,83410
153367,20160722,11453,316,904,1143,1212,94,462,43428
155525,20111124,11592,213,904,1143,1248,40,273,10920
114310,20171006,4779,228,904,1143,1212,51,583,29733
153321,20170707,11443,275,904,1143,1212,1,121,121
153368,20130822,11446,206,904,1143,1212,56,235,13160
160114,20131209,12038,204,904,1143,1249,75,64,4800
134513,20110813,7013,301,904,1143,1212,14,584,8176
122305,20181004,5822,349,903,1143,1250,86,538,46268
102194,20090416,3300,216,903,1143,1017,49,599,29351
102195,20170307,3300,277,903,1143,1017,59,352,20768
122996,20141124,5863,345,903,1143,1212,48,934,44832
111387,20091104,4595,294,903,1143,1250,81,935,75735
122997,20150701,5858,287,903,1143,1250,80,430,34400
148371,20100615,10706,243,901,1143,1114,8,713,5704
148292,20160707,10693,351,901,1143,1114,10,650,6500
148318,20170121,10700,206,901,1143,1114,53,891,47223
148337,20160211,10702,228,901,1143,1114,87,843,73341
148355,20160709,10703,359,901,1143,1114,81,834,67554
148425,20150123,10712,308,901,1143,1114,26,339,8814
148440,20120729,10714,295,901,1143,1114,52,529,27508
154281,20110302,11535,201,931,1142,1121,94,346,32524
106804,20150127,4191,363,925,1142,1093,37,140,5180
153092,20150814,11388,341,904,1142,1218,26,543,14118
167097,20160605,7327,345,904,1142,1218,51,411,20961
167107,20160624,11053,262,904,1142,1218,79,906,71574
167108,20150516,11173,228,904,1142,1218,88,106,9328
153091,20150910,11388,251,904,1142,1218,3,592,1776
167014,20161118,3420,285,904,1142,1218,2,844,1688
111327,20151105,4595,373,903,1142,1250,92,342,31464
158196,20150528,11659,203,981,1141,1084,15,996,14940
112849,20130803,4640,258,968,1141,1084,31,907,28117
106790,20110809,4188,296,952,1141,1084,88,182,16016
107538,20141104,4214,329,952,1141,1084,62,313,19406
107539,20160613,4214,264,952,1141,1195,38,916,34808
108522,20141104,4271,369,952,1141,1093,45,718,32310
108523,20160131,4271,361,952,1141,1195,81,124,10044
129882,20100108,6374,204,939,1141,1158,86,799,68714
129883,20110412,6375,232,939,1141,1158,39,404,15756
111273,20130414,4592,224,931,1141,1084,14,380,5320
127025,20161001,6115,278,931,1141,1084,14,153,2142
155099,20131018,11562,202,931,1141,1084,96,649,62304
156903,20170225,11603,240,931,1141,1114,64,834,53376
112848,20121025,4640,234,931,1141,1084,59,198,11682
111274,20141125,4592,326,918,1141,1084,80,987,78960
162963,20100701,12371,234,914,1141,1084,14,603,8442
162964,20110212,12369,356,914,1141,1084,70,32,2240
167034,20091108,4592,275,914,1141,1084,45,572,25740
167148,20100415,12370,354,914,1141,1084,98,764,74872
111277,20170824,4592,310,914,1141,1084,82,381,31242
112851,20170606,4640,234,914,1141,1084,61,298,18178
162965,20120415,12370,318,914,1141,1084,24,672,16128
163912,20170602,12407,324,914,1141,1084,66,849,56034
112850,20100625,4640,202,914,1141,1084,90,798,71820
167051,20100917,4640,279,914,1141,1084,61,418,25498
111276,20110217,4592,270,906,1141,1084,9,908,8172
163913,20090317,12409,345,906,1141,1084,10,642,6420
159525,20130101,11980,251,906,1141,1084,45,779,35055
162962,20150606,12371,220,906,1141,1084,81,864,69984
163911,20181224,12407,248,906,1141,1084,94,392,36848
163914,20150328,12416,359,906,1141,1084,80,101,8080
127842,20090411,6117,242,906,1141,1084,13,620,8060
125878,20131129,6079,214,906,1141,1084,76,636,48336
125880,20120902,6076,251,906,1141,1084,34,179,6086
101451,20091213,3267,227,906,1141,1084,24,739,17736
101450,20130602,3266,340,906,1141,1084,76,770,58520
111275,20110320,4592,370,906,1141,1084,56,107,5992
125876,20111007,6077,292,906,1141,1084,55,250,13750
125877,20181107,6079,356,906,1141,1084,33,320,10560
125879,20130918,6076,258,906,1141,1084,58,591,34278
127843,20170115,6119,343,906,1141,1084,16,712,11392
127844,20150326,6123,285,906,1141,1084,89,666,59274
116213,20160606,5095,345,904,1141,1168,31,719,22289
116764,20150725,5201,353,904,1141,1168,97,464,45008
116889,20180416,5214,251,904,1141,1168,27,416,11232
117042,20150811,5225,366,904,1141,1168,19,942,17898
