TransactionKey,Quantity,UnitPrice,TotalPrice
139168,30.0,555,16650.0
139169,10.0,825,8250.0
139170,100.0,709,70900.0
139171,508.0,839,426212.0
139172,115.0,793,91195.0
139173,5.0,765,3825.0
139174,20.0,939,18780.0
139175,17.0,893,15181.0
139176,5.0,953,4765.0
139177,10.0,776,7760.0
139178,85.0,766,65110.0
139179,60.0,558,33480.0
139180,30.0,750,22500.0
139181,35.0,646,22610.0
139182,1.0,500,500.0
139183,10.0,853,8530.0
139184,10.0,907,9070.0
139185,3.0,753,2259.0
139186,102.0,889,90678.0
139187,15.0,677,10155.0
139188,5.0,608,3040.0
139189,60.0,899,53940.0
139190,2.0,981,1962.0
139191,80.0,696,55680.0
139192,10.0,832,8320.0
139193,25.0,822,20550.0
139194,2.0,693,1386.0
139195,2.0,807,1614.0
139196,106.0,617,65402.0
139197,5.0,968,4840.0
139198,10.0,731,7310.0
139199,15.0,646,9690.0
139200,12.0,934,11208.0
139201,25.0,583,14575.0
139202,21.0,715,15015.0
139203,1.0,998,998.0
139204,42.0,526,22092.0
139205,20.0,858,17160.0
139206,6.0,553,3318.0
139207,30.0,531,15930.0
139208,8.0,835,6680.0
139209,2.0,759,1518.0
139210,70.0,944,66080.0
139211,100.0,897,89700.0
139212,2.0,638,1276.0
139213,3.0,892,2676.0
139214,1.0,674,674.0
139215,30.0,539,16170.0
139216,3.0,910,2730.0
139217,30.0,518,15540.0
139218,25.0,673,16825.0
139219,70.0,546,38220.0
139220,35.0,908,31780.0
139221,1.0,628,628.0
139222,52.0,507,26364.0
139223,58.0,868,50344.0
139224,30.0,826,24780.0
139225,1.0,582,582.0
139226,240.0,809,194160.0
139227,25.0,638,15950.0
139228,486.0,562,273132.0
139229,5.0,880,4400.0
139230,20.0,660,13200.0
139231,2.0,605,1210.0
139232,155.0,836,129580.0
139233,5.0,796,3980.0
139234,201.0,526,105726.0
139235,20.0,802,16040.0
139236,5.0,983,4915.0
139237,120.0,622,74640.0
139238,10.0,758,7580.0
139239,2.0,983,1966.0
139240,9.0,960,8640.0
139241,342.0,539,184338.0
139242,30.0,550,16500.0
139243,2.0,665,1330.0
139244,350.0,970,339500.0
139245,10.0,963,9630.0
139246,25.0,563,14075.0
139247,44.0,560,24640.0
139248,2.0,584,1168.0
139249,3.0,724,2172.0
139250,6.0,787,4722.0
139251,11.0,740,8140.0
139252,8.0,574,4592.0
139253,4.0,951,3804.0
139254,5.0,722,3610.0
139255,5.0,750,3750.0
139256,1.0,839,839.0
139257,92.0,773,71116.0
139258,103.0,559,57577.0
139259,35.0,598,20930.0
139260,15.0,512,7680.0
139261,10.0,682,6820.0
139262,20.0,578,11560.0
139263,587.0,909,533583.0
139264,10.0,615,6150.0
139265,8.0,621,4968.0
139266,2.0,692,1384.0
139267,20.0,811,16220.0
139268,40.0,522,20880.0
139269,36.0,619,22284.0
139270,2.0,709,1418.0
139271,1.0,575,575.0
139272,25.0,857,21425.0
139273,40.0,869,34760.0
139274,2.0,964,1928.0
139275,4.0,661,2644.0
139276,2.0,810,1620.0
139277,19.0,677,12863.0
139278,2.0,557,1114.0
139279,1.0,982,982.0
139280,1.0,975,975.0
139281,2.0,655,1310.0
139282,3.0,784,2352.0
139283,29.0,926,26854.0
139284,2.0,526,1052.0
139285,20.0,666,13320.0
139286,2.0,637,1274.0
139287,4.0,621,2484.0
139288,4.0,621,2484.0
139289,3.0,571,1713.0
139290,13.0,948,12324.0
139291,2.0,954,1908.0
139292,21.0,665,13965.0
139293,3.0,564,1692.0
139294,50.0,722,36100.0
139295,4.0,753,3012.0
139296,47.0,920,43240.0
139297,20.0,960,19200.0
139298,1.0,940,940.0
139299,28.0,994,27832.0
139300,20.0,696,13920.0
139301,13.0,787,10231.0
139302,12.0,626,7512.0
139303,1072.0,689,738608.0
139304,100.0,880,88000.0
139305,7.0,799,5593.0
139306,1.0,657,657.0
139307,95.0,542,51490.0
139308,6.0,818,4908.0
139309,40.0,646,25840.0
139310,2.0,971,1942.0
139311,12.0,530,6360.0
139312,7.0,928,6496.0
139313,1.0,536,536.0
139314,5.0,984,4920.0
139315,8.0,569,4552.0
139316,8.0,960,7680.0
139317,40.0,929,37160.0
139318,18.0,646,11628.0
139319,10.0,806,8060.0
139320,27.0,622,16794.0
139321,2.0,576,1152.0
139322,7.0,570,3990.0
139323,20.0,614,12280.0
139324,8.0,783,6264.0
139325,1.0,875,875.0
139326,14.0,503,7042.0
139327,6.0,580,3480.0
139328,11.0,858,9438.0
139329,8.0,605,4840.0
139330,10.0,623,6230.0
139331,12.0,987,11844.0
139332,1.0,599,599.0
139333,7.0,770,5390.0
139334,140.0,595,83300.0
139335,2.0,651,1302.0
139336,19.0,525,9975.0
139337,40.0,680,27200.0
139338,2.0,599,1198.0
139339,30.0,822,24660.0
139340,10.0,850,8500.0
139341,19.0,818,15542.0
139342,40.0,816,32640.0
139343,2.0,978,1956.0
139344,30.0,872,26160.0
139345,58.0,987,57246.0
139346,30.0,769,23070.0
139347,1.0,502,502.0
139348,19.0,919,17461.0
139349,3.0,844,2532.0
139350,11.0,955,10505.0
139351,1.0,705,705.0
139352,24.0,546,13104.0
139353,2.0,613,1226.0
139354,4.0,831,3324.0
139355,48.0,609,29232.0
139356,1.0,815,815.0
139357,19.0,680,12920.0
139358,6.0,945,5670.0
139359,64.0,795,50880.0
139360,3.0,539,1617.0
139361,19.0,913,17347.0
139362,10.0,903,9030.0
139363,4.0,997,3988.0
139364,59.0,652,38468.0
139365,5.0,958,4790.0
139366,10.0,588,5880.0
139367,15.0,616,9240.0
139368,1.0,605,605.0
139369,57.0,823,46911.0
139370,40.0,651,26040.0
139371,2.0,554,1108.0
139372,5.0,613,3065.0
139373,2.0,709,1418.0
139374,20.0,629,12580.0
139375,7.0,967,6769.0
139376,36.0,835,30060.0
139377,5.0,587,2935.0
139378,100.0,847,84700.0
139379,50.0,863,43150.0
139380,50.0,672,33600.0
139381,2.0,939,1878.0
139382,50.0,607,30350.0
139383,380.0,804,305520.0
139384,40.0,729,29160.0
139385,10.0,814,8140.0
139386,130.0,817,106210.0
139387,19.0,629,11951.0
139388,40.0,705,28200.0
139389,20.0,637,12740.0
139390,280.0,825,231000.0
139391,3280.0,684,2243520.0
139392,40.0,749,29960.0
139393,2.0,986,1972.0
139394,15.0,584,8760.0
139395,60.0,538,32280.0
139396,11.0,684,7524.0
139397,40.0,899,35960.0
139398,3.0,824,2472.0
139399,50.0,659,32950.0
139400,1.0,756,756.0
139401,150.0,962,144300.0
139402,150.0,772,115800.0
139403,37.0,534,19758.0
139404,0.193,972,187.596
139405,0.193,500,96.5
139406,3.0,678,2034.0
139407,20.0,969,19380.0
139408,36.0,961,34596.0
139409,5.0,641,3205.0
139410,19.0,829,15751.0
139411,5.0,828,4140.0
139412,86.0,691,59426.0
139413,80.0,939,75120.0
139414,10.0,745,7450.0
139415,10.0,654,6540.0
139416,20.0,699,13980.0
139417,6.0,933,5598.0
139418,10.0,599,5990.0
139419,60.0,877,52620.0
139420,25.0,534,13350.0
139421,100.0,531,53100.0
139422,1.0,509,509.0
139423,70.0,968,67760.0
139424,1.0,681,681.0
139425,6.0,890,5340.0
139426,1200.0,704,844800.0
139427,25.0,704,17600.0
139428,71.0,849,60279.0
139429,15.0,960,14400.0
139430,25.0,996,24900.0
139431,16.0,920,14720.0
139432,50.0,647,32350.0
139433,100.0,538,53800.0
139434,43.0,634,27262.0
139435,15.0,767,11505.0
139436,5.0,588,2940.0
139437,50.0,552,27600.0
139438,15.0,878,13170.0
139439,20.0,616,12320.0
139440,2.0,505,1010.0
139441,32.0,663,21216.0
139442,8.0,981,7848.0
139443,100.0,667,66700.0
139444,8.0,838,6704.0
139445,30.0,925,27750.0
139446,6.0,827,4962.0
139447,6.0,908,5448.0
139448,200.0,894,178800.0
139449,1.0,603,603.0
139450,10.0,942,9420.0
139451,2.0,539,1078.0
139452,50.0,884,44200.0
139453,31.0,574,17794.0
139454,4.0,510,2040.0
139455,2.0,715,1430.0
139456,50.0,618,30900.0
139457,6.0,560,3360.0
139458,2.0,582,1164.0
139459,70.0,506,35420.0
139460,150.0,633,94950.0
139461,5.0,781,3905.0
139462,40.0,745,29800.0
139463,5.0,563,2815.0
139464,175.0,832,145600.0
139465,10.0,789,7890.0
139466,40.0,597,23880.0
139467,45.0,533,23985.0
139468,53.0,527,27931.0
139469,100.0,832,83200.0
139470,60.0,913,54780.0
139471,84.0,677,56868.0
139472,10.0,510,5100.0
139473,50.0,979,48950.0
139474,3.0,654,1962.0
139475,28.0,762,21336.0
139476,60.0,759,45540.0
139477,1.0,956,956.0
139478,5.0,775,3875.0
139479,20.0,601,12020.0
139480,5.0,805,4025.0
139481,40.0,580,23200.0
139482,10.0,749,7490.0
139483,15.0,516,7740.0
139484,10.0,994,9940.0
139485,85.0,709,60265.0
139486,30.0,971,29130.0
139487,25.0,507,12675.0
139488,90.0,616,55440.0
139489,500.0,709,354500.0
139490,34.0,838,28492.0
139491,10.0,981,9810.0
139492,30.0,557,16710.0
139493,5.0,525,2625.0
139494,1.0,789,789.0
139495,243.0,822,199746.0
139496,40.0,856,34240.0
139497,31.0,875,27125.0
139498,4.0,698,2792.0
139499,5.0,725,3625.0
139500,53.0,854,45262.0
139501,30.0,936,28080.0
139502,55.0,926,50930.0
139503,10.0,702,7020.0
139504,10.0,889,8890.0
139505,40.0,876,35040.0
139506,2.0,833,1666.0
139507,22.0,685,15070.0
139508,1.0,533,533.0
139509,12.0,575,6900.0
139510,5.0,861,4305.0
139511,6.0,787,4722.0
139512,5.0,583,2915.0
139513,2.0,926,1852.0
139514,3.0,948,2844.0
139515,2.0,756,1512.0
139516,10.0,746,7460.0
139517,4.0,897,3588.0
139518,32.0,578,18496.0
139519,106.0,568,60208.0
139520,6.0,908,5448.0
139521,2.0,571,1142.0
139522,6.0,876,5256.0
139523,35.0,991,34685.0
139524,3.0,726,2178.0
139525,2.0,746,1492.0
139526,4.0,876,3504.0
139527,3.0,701,2103.0
139528,4.0,917,3668.0
139529,8.0,587,4696.0
139530,6.0,801,4806.0
139531,4.0,904,3616.0
139532,10.0,964,9640.0
139533,2.0,750,1500.0
139534,2.0,779,1558.0
139535,3.0,541,1623.0
139536,31.0,808,25048.0
139537,3.0,995,2985.0
139538,12.0,762,9144.0
139539,23.0,543,12489.0
139540,2.0,669,1338.0
139541,1.0,779,779.0
139542,1.0,654,654.0
139543,36.0,666,23976.0
139544,12.0,626,7512.0
139545,1.0,859,859.0
139546,5.0,797,3985.0
139547,1.0,798,798.0
139548,13.0,829,10777.0
139549,118.0,591,69738.0
139550,2.0,557,1114.0
139551,38.0,523,19874.0
139552,32.0,662,21184.0
139553,402.0,634,254868.0
139554,4.0,859,3436.0
139555,15.0,559,8385.0
139556,4.0,833,3332.0
139557,2.0,845,1690.0
139558,2.0,895,1790.0
139559,2.0,563,1126.0
139560,7.0,790,5530.0
139561,4.0,851,3404.0
139562,2.0,716,1432.0
139563,17.0,520,8840.0
139564,10.0,539,5390.0
139565,2.0,804,1608.0
139566,8.0,536,4288.0
139567,3.0,984,2952.0
139568,3.0,800,2400.0
139569,9.0,924,8316.0
139570,11.0,544,5984.0
139571,12.0,548,6576.0
139572,12.0,799,9588.0
139573,20.0,886,17720.0
139574,17.0,741,12597.0
139575,44.0,607,26708.0
139576,30.0,689,20670.0
139577,4000.0,878,3512000.0
139578,848.0,939,796272.0
139579,1344.34389,550,739389.1395
139580,4440.0,610,2708400.0
139581,50.0,814,40700.0
139582,200.0,986,197200.0
139583,2.0,662,1324.0
139584,12.0,741,8892.0
139585,342300.0,526,180049800.0
139586,72.0,911,65592.0
139587,100.0,812,81200.0
139588,1.62,850,1377.0
139589,1235.0,930,1148550.0
139590,22000.0,705,15510000.0
139591,1.0,623,623.0
139592,12.0,942,11304.0
139593,1.0,658,658.0
139594,11.0,578,6358.0
139595,6.0,920,5520.0
139596,5.0,589,2945.0
139597,1.0,985,985.0
139598,10.0,837,8370.0
139599,8.0,960,7680.0
139600,4.0,528,2112.0
139601,2.0,703,1406.0
139602,8.0,993,7944.0
139603,2.0,982,1964.0
139604,2.0,593,1186.0
139605,2.0,904,1808.0
139606,60.0,527,31620.0
139607,20.0,634,12680.0
139608,27.0,934,25218.0
139609,60.0,887,53220.0
139610,127.0,737,93599.0
139611,4.0,740,2960.0
139612,5.0,843,4215.0
139613,4.0,907,3628.0
139614,2.0,582,1164.0
139615,6.0,715,4290.0
139616,6.0,592,3552.0
139617,5.0,876,4380.0
139618,17.75,968,17182.0
139619,25.0,716,17900.0
139620,60.0,847,50820.0
139621,20.0,858,17160.0
139622,30.0,532,15960.0
139623,20.0,652,13040.0
139624,4.0,736,2944.0
139625,5.0,873,4365.0
139626,8.0,853,6824.0
139627,80.0,842,67360.0
139628,67.0,778,52126.0
139629,10.0,647,6470.0
139630,40.0,595,23800.0
139631,72.94,507,36980.58
139632,150.0,519,77850.0
139633,1.0,956,956.0
139634,70.0,642,44940.0
139635,10.0,877,8770.0
139636,10.0,728,7280.0
139637,6.0,847,5082.0
139638,32.0,937,29984.0
139639,2.0,585,1170.0
139640,20.0,558,11160.0
139641,80.0,564,45120.0
139642,5.0,625,3125.0
139643,210.0,603,126630.0
139644,21.0,931,19551.0
139645,40.0,765,30600.0
139646,10.0,910,9100.0
139647,10.0,669,6690.0
139648,80.0,860,68800.0
139649,10.0,694,6940.0
139650,40.0,907,36280.0
139651,8.0,523,4184.0
139652,5.0,616,3080.0
139653,7.0,619,4333.0
139654,52.0,788,40976.0
139655,591.0,760,449160.0
139656,4.0,554,2216.0
139657,6.0,794,4764.0
139658,45.0,544,24480.0
139659,8.0,601,4808.0
139660,1.0,899,899.0
139661,5.0,561,2805.0
139662,35.0,944,33040.0
139663,606.0,662,401172.0
139664,72.0,510,36720.0
139665,111375.0,790,87986250.0
139666,844.0,894,754536.0
139667,135.0,855,115425.0
139668,218.0,755,164590.0
139669,2.0,615,1230.0
139670,8.0,625,5000.0
139671,1.0,560,560.0
139672,153.0,582,89046.0
139673,10.0,729,7290.0
139674,2.0,627,1254.0
139675,40.0,872,34880.0
139676,40.0,835,33400.0
139677,4.0,891,3564.0
139678,3.0,653,1959.0
139679,3.0,689,2067.0
139680,2.0,965,1930.0
139681,1.0,993,993.0
139682,28.0,729,20412.0
139683,2.0,552,1104.0
139684,3.0,564,1692.0
139685,16.0,904,14464.0
139686,6.0,979,5874.0
139687,2.0,677,1354.0
139688,14.0,909,12726.0
139689,1.0,824,824.0
139690,2.0,951,1902.0
139691,51.0,644,32844.0
139692,4.0,676,2704.0
139693,3.0,631,1893.0
139694,5.0,886,4430.0
139695,16.0,512,8192.0
139696,11.0,661,7271.0
139697,102.0,976,99552.0
139698,2.0,640,1280.0
139699,7782.0,981,7634142.0
139700,12.0,841,10092.0
139701,26.0,896,23296.0
139702,120.0,910,109200.0
139703,28.0,513,14364.0
139704,2.0,880,1760.0
139705,22.0,555,12210.0
139706,130.0,814,105820.0
139707,90.0,909,81810.0
139708,20.0,790,15800.0
139709,6.0,883,5298.0
139710,144.0,545,78480.0
139711,10.0,693,6930.0
139712,198.0,732,144936.0
139713,1131.0,970,1097070.0
139714,12.0,738,8856.0
139715,94.0,719,67586.0
139716,18.0,705,12690.0
139717,100.0,541,54100.0
139718,10.0,707,7070.0
139719,48.0,818,39264.0
139720,82.0,573,46986.0
139721,430.0,977,420110.0
139722,689.0,637,438893.0
139723,192.0,769,147648.0
139724,2.0,875,1750.0
139725,48.0,846,40608.0
139726,8.0,883,7064.0
139727,2.0,789,1578.0
139728,2.0,728,1456.0
139729,27.0,786,21222.0
139730,2.0,725,1450.0
139731,7.0,936,6552.0
139732,2.0,550,1100.0
139733,3.0,965,2895.0
139734,80.0,582,46560.0
139735,3.0,988,2964.0
139736,10.0,850,8500.0
139737,2.0,870,1740.0
139738,5.0,798,3990.0
139739,2.0,904,1808.0
139740,60.0,756,45360.0
139741,7.0,661,4627.0
139742,52.0,832,43264.0
139743,7.0,671,4697.0
139744,50.0,993,49650.0
139745,105.0,828,86940.0
139746,20.0,589,11780.0
139747,82.0,649,53218.0
139748,10.0,955,9550.0
139749,5.0,723,3615.0
139750,219.0,679,148701.0
139751,13.0,909,11817.0
139752,1.0,729,729.0
139753,20.0,665,13300.0
139754,2.0,823,1646.0
139755,3.0,909,2727.0
139756,20.0,734,14680.0
139757,60.0,964,57840.0
139758,199.0,561,111639.0
139759,70.0,503,35210.0
139760,50.0,638,31900.0
139761,3.0,747,2241.0
139762,3.0,862,2586.0
139763,15.0,905,13575.0
139764,20.0,696,13920.0
139765,58.0,828,48024.0
139766,39.0,660,25740.0
139767,95.0,534,50730.0
139768,13.0,884,11492.0
139769,5.0,726,3630.0
139770,602.0,884,532168.0
139771,1.0,945,945.0
139772,8.0,907,7256.0
139773,4.0,977,3908.0
139774,3.0,755,2265.0
139775,20.0,576,11520.0
139776,8.0,744,5952.0
139777,143.0,591,84513.0
139778,1.0,576,576.0
139779,12.0,569,6828.0
139780,498.0,922,459156.0
139781,5.0,700,3500.0
139782,12.0,569,6828.0
139783,30.0,970,29100.0
139784,12.0,794,9528.0
139785,2.0,550,1100.0
139786,5.0,995,4975.0
139787,44.0,890,39160.0
139788,12.0,671,8052.0
139789,60.0,658,39480.0
139790,1.0,843,843.0
139791,16.0,995,15920.0
139792,20.0,737,14740.0
139793,6.0,677,4062.0
139794,3.0,755,2265.0
139795,18.0,602,10836.0
139796,5.0,550,2750.0
139797,30.0,776,23280.0
139798,5.0,877,4385.0
139799,2.0,663,1326.0
139800,3.0,967,2901.0
139801,50.0,779,38950.0
139802,120.0,987,118440.0
139803,30.0,667,20010.0
139804,5.0,582,2910.0
139805,40.0,642,25680.0
139806,25.0,867,21675.0
139807,10.0,858,8580.0
139808,30.0,815,24450.0
139809,10.0,817,8170.0
139810,50.0,530,26500.0
139811,45.0,862,38790.0
139812,10.0,990,9900.0
139813,2.0,968,1936.0
139814,10.0,784,7840.0
139815,10.0,792,7920.0
139816,100.0,982,98200.0
139817,40.0,818,32720.0
139818,6.0,556,3336.0
139819,8.0,962,7696.0
139820,10.0,803,8030.0
139821,3.0,938,2814.0
139822,1.0,574,574.0
139823,5.0,900,4500.0
139824,17.0,862,14654.0
139825,1.0,847,847.0
139826,92.0,842,77464.0
139827,516.0,951,490716.0
139828,15.0,963,14445.0
139829,5.0,932,4660.0
139830,2.0,529,1058.0
139831,10.0,690,6900.0
139832,5.0,964,4820.0
139833,1.0,526,526.0
139834,1404.0,726,1019304.0
139835,5.0,667,3335.0
139836,12.0,762,9144.0
139837,4.0,942,3768.0
139838,3.0,751,2253.0
139839,10.0,545,5450.0
139840,10.0,606,6060.0
139841,6.0,593,3558.0
139842,24.0,582,13968.0
139843,5.0,911,4555.0
139844,30.0,699,20970.0
139845,9.0,869,7821.0
139846,10.0,546,5460.0
139847,30.0,665,19950.0
139848,145.0,610,88450.0
139849,10.0,961,9610.0
139850,200.0,548,109600.0
139851,1.0,807,807.0
139852,7.0,941,6587.0
139853,1.0,775,775.0
139854,22.0,975,21450.0
139855,3.0,843,2529.0
139856,106.0,545,57770.0
139857,3.0,670,2010.0
139858,5.0,563,2815.0
139859,5.0,936,4680.0
139860,6.0,639,3834.0
139861,290.0,724,209960.0
139862,4.0,913,3652.0
139863,1459.0,582,849138.0
139864,16.0,909,14544.0
139865,19.0,852,16188.0
139866,152.0,634,96368.0
139867,193.0,881,170033.0
139868,10.0,569,5690.0
139869,50.0,856,42800.0
139870,1064.0,938,998032.0
139871,53.0,789,41817.0
139872,65.0,659,42835.0
139873,5.0,750,3750.0
139874,30.0,531,15930.0
139875,40.0,548,21920.0
139876,10.0,656,6560.0
139877,8.0,703,5624.0
139878,30.0,677,20310.0
139879,6.0,550,3300.0
139880,25.0,506,12650.0
139881,60.0,921,55260.0
139882,8.0,672,5376.0
139883,4.0,821,3284.0
139884,3.0,819,2457.0
139885,6.0,597,3582.0
139886,20.0,700,14000.0
139887,1.0,985,985.0
139888,60.0,788,47280.0
139889,3.0,839,2517.0
139890,4.0,909,3636.0
139891,30.0,879,26370.0
139892,10.0,568,5680.0
139893,2.0,950,1900.0
139894,5.0,787,3935.0
139895,5.0,520,2600.0
139896,45.0,887,39915.0
139897,33.0,969,31977.0
139898,1.0,643,643.0
139899,15.0,832,12480.0
139900,2.0,508,1016.0
139901,16.0,853,13648.0
139902,5.0,628,3140.0
139903,120.0,580,69600.0
139904,1.0,589,589.0
139905,9.0,628,5652.0
139906,5.0,598,2990.0
139907,6.0,607,3642.0
139908,4.0,687,2748.0
139909,15.0,738,11070.0
139910,5.0,978,4890.0
139911,10.0,628,6280.0
139912,10.0,529,5290.0
139913,50.0,614,30700.0
139914,100.0,651,65100.0
139915,14.0,891,12474.0
139916,10.0,635,6350.0
139917,1.0,647,647.0
139918,14.0,887,12418.0
139919,6.0,977,5862.0
139920,15.0,832,12480.0
139921,43.0,576,24768.0
139922,5.0,931,4655.0
139923,10.0,615,6150.0
139924,13.0,985,12805.0
139925,50.0,849,42450.0
139926,5.0,861,4305.0
139927,10.0,993,9930.0
139928,5.0,534,2670.0
139929,115.0,520,59800.0
139930,5.0,712,3560.0
139931,80.0,662,52960.0
139932,10.0,541,5410.0
139933,2.0,539,1078.0
139934,8.0,882,7056.0
139935,12.0,728,8736.0
139936,1.0,822,822.0
139937,120.0,620,74400.0
139938,5.0,524,2620.0
139939,190.0,969,184110.0
139940,5.0,605,3025.0
139941,40.0,970,38800.0
139942,5.0,701,3505.0
139943,50.0,649,32450.0
139944,80.0,964,77120.0
139945,100.0,976,97600.0
139946,11.0,836,9196.0
139947,5.0,616,3080.0
139948,10.0,969,9690.0
139949,5.0,872,4360.0
139950,23.0,890,20470.0
139951,102.0,576,58752.0
139952,5.0,817,4085.0
139953,4.0,507,2028.0
139954,10.0,578,5780.0
139955,4.0,601,2404.0
139956,5.0,570,2850.0
139957,2.0,858,1716.0
139958,40.0,808,32320.0
139959,30.0,565,16950.0
139960,90.0,675,60750.0
139961,3.0,733,2199.0
139962,27.0,692,18684.0
139963,10.0,588,5880.0
139964,10.0,529,5290.0
139965,30.0,671,20130.0
139966,2.0,580,1160.0
139967,65.0,682,44330.0
139968,5.0,791,3955.0
139969,20.0,678,13560.0
139970,30.0,804,24120.0
139971,20.0,830,16600.0
139972,30.0,795,23850.0
139973,20.0,758,15160.0
139974,2.0,527,1054.0
139975,10.0,872,8720.0
139976,20.0,906,18120.0
139977,30.0,558,16740.0
139978,1.0,863,863.0
139979,213.0,678,144414.0
139980,97.0,805,78085.0
139981,10.0,773,7730.0
139982,18.0,584,10512.0
139983,20.0,502,10040.0
139984,10.0,640,6400.0
139985,40.0,849,33960.0
139986,2.0,802,1604.0
139987,5.0,973,4865.0
139988,4.0,664,2656.0
139989,12.0,720,8640.0
139990,30.0,996,29880.0
139991,130.0,862,112060.0
139992,5.0,911,4555.0
139993,2.0,885,1770.0
139994,50.0,842,42100.0
139995,8.0,613,4904.0
139996,20.0,915,18300.0
139997,40.0,787,31480.0
139998,1.0,961,961.0
139999,1.0,666,666.0
140000,20.0,845,16900.0
140001,26.0,608,15808.0
140002,2.0,972,1944.0
140003,5.0,508,2540.0
140004,60.0,890,53400.0
140005,7.0,758,5306.0
140006,8.0,905,7240.0
140007,66.0,991,65406.0
140008,29.0,809,23461.0
140009,10.0,998,9980.0
140010,10.0,767,7670.0
140011,100.0,661,66100.0
140012,12.0,927,11124.0
140013,5.0,844,4220.0
140014,60.0,543,32580.0
140015,1044.0,580,605520.0
140016,1.0,841,841.0
140017,74.0,604,44696.0
140018,469.0,527,247163.0
140019,72.0,962,69264.0
140020,3.0,843,2529.0
140021,288.0,617,177696.0
140022,11.0,561,6171.0
140023,6.0,559,3354.0
140024,75.0,758,56850.0
140025,434.0,967,419678.0
140026,446.0,962,429052.0
140027,8.0,586,4688.0
140028,4.0,907,3628.0
140029,40.0,938,37520.0
140030,11.0,712,7832.0
140031,2.0,916,1832.0
140032,20.0,627,12540.0
140033,72.0,692,49824.0
140034,50.0,713,35650.0
140035,16.0,696,11136.0
140036,50.0,944,47200.0
140037,5.0,664,3320.0
140038,20.0,555,11100.0
140039,2.0,915,1830.0
140040,30.0,942,28260.0
140041,80.0,726,58080.0
140042,30.0,962,28860.0
140043,2.0,774,1548.0
140044,2.0,690,1380.0
140045,45.0,984,44280.0
140046,10.0,746,7460.0
140047,15.0,688,10320.0
140048,1.0,526,526.0
140049,51.0,643,32793.0
140050,5.0,598,2990.0
140051,35.0,502,17570.0
140052,40.0,742,29680.0
140053,1.0,932,932.0
140054,50.0,771,38550.0
140055,39.0,747,29133.0
140056,3.0,905,2715.0
140057,10.0,737,7370.0
140058,60.0,685,41100.0
140059,5.0,693,3465.0
140060,24.0,691,16584.0
140061,5.0,705,3525.0
140062,26.0,801,20826.0
140063,50.0,502,25100.0
140064,11.0,530,5830.0
140065,30.0,526,15780.0
140066,100.0,999,99900.0
140067,50.0,896,44800.0
140068,5.0,681,3405.0
140069,10.0,806,8060.0
140070,12.0,817,9804.0
140071,9.0,980,8820.0
140072,60.0,516,30960.0
140073,50.0,801,40050.0
140074,9.0,974,8766.0
140075,1.0,927,927.0
140076,24.0,501,12024.0
140077,10.0,578,5780.0
140078,40.0,860,34400.0
140079,26.0,627,16302.0
140080,10.0,962,9620.0
140081,5.0,544,2720.0
140082,50.0,772,38600.0
140083,30.0,904,27120.0
140084,210.0,777,163170.0
140085,10.0,804,8040.0
140086,50.0,648,32400.0
140087,5.0,845,4225.0
140088,2.0,576,1152.0
140089,0.29100000000000004,607,176.637
140090,0.29100000000000004,847,246.477
140091,15.0,530,7950.0
140092,1.0,974,974.0
140093,1.0,918,918.0
140094,17.0,660,11220.0
140095,10.0,765,7650.0
140096,4.0,619,2476.0
140097,40.0,878,35120.0
140098,1.0,839,839.0
140099,1.0,920,920.0
140100,4.0,773,3092.0
140101,3.0,845,2535.0
140102,5.0,645,3225.0
140103,10.0,799,7990.0
140104,5.0,952,4760.0
140105,30.0,709,21270.0
140106,40.0,656,26240.0
140107,1.0,523,523.0
140108,2.0,904,1808.0
140109,46.0,954,43884.0
140110,20.0,810,16200.0
140111,6.0,790,4740.0
140112,3.0,947,2841.0
140113,90.0,818,73620.0
140114,5.0,867,4335.0
140115,50.0,611,30550.0
140116,140.0,523,73220.0
140117,6.0,761,4566.0
140118,40.0,713,28520.0
140119,30.0,619,18570.0
140120,27.0,813,21951.0
140121,10.0,574,5740.0
140122,2.0,598,1196.0
140123,20.0,741,14820.0
140124,51.0,574,29274.0
140125,70.0,849,59430.0
140126,10.0,682,6820.0
140127,10.0,744,7440.0
140128,5.0,531,2655.0
140129,30.0,515,15450.0
140130,40.0,630,25200.0
140131,16.0,902,14432.0
140132,5.0,531,2655.0
140133,30.0,563,16890.0
140134,10.0,552,5520.0
140135,20.0,830,16600.0
140136,11.0,737,8107.0
140137,60.0,976,58560.0
140138,2.0,934,1868.0
140139,6.0,678,4068.0
140140,5.0,553,2765.0
140141,5.0,665,3325.0
140142,45.0,987,44415.0
140143,5.0,796,3980.0
140144,25.0,524,13100.0
140145,2.0,560,1120.0
140146,3.0,997,2991.0
140147,2.0,926,1852.0
140148,10.0,537,5370.0
140149,5.0,739,3695.0
140150,5.0,635,3175.0
140151,2.0,997,1994.0
140152,3.0,913,2739.0
140153,5.0,654,3270.0
140154,50.0,741,37050.0
140155,80.0,557,44560.0
140156,23.0,786,18078.0
140157,7.0,567,3969.0
140158,10.0,673,6730.0
140159,3.0,843,2529.0
140160,7.0,770,5390.0
140161,50.0,774,38700.0
140162,28.0,800,22400.0
140163,3.0,929,2787.0
140164,21.0,962,20202.0
140165,6.0,918,5508.0
140166,20.0,683,13660.0
140167,80.0,672,53760.0
