TransactionKey,DateKey,SpecieKey,MarketingKey,TermKey,ImporterKey,ExporterKey,Quantity,UnitPrice,TotalPrice
123495,20111017,5901,263,903,1081,1250,0.24,563,135.12
123496,20111218,5901,263,903,1081,1250,52.0,516,26832.0
123497,20150126,5901,262,903,1081,1250,338.0,591,199758.0
123498,20100508,5901,271,903,1165,1124,200.0,920,184000.0
123499,20100729,5901,246,919,1193,1075,1.0,692,692.0
123500,20130403,5901,247,919,1250,1026,1.0,944,944.0
123501,20130209,5901,247,919,1250,1047,1.0,561,561.0
123502,20141218,5901,247,919,1250,1042,11.0,847,9317.0
123503,20171018,5901,247,921,1250,1075,2.0,796,1592.0
123504,20090513,5901,246,919,1250,1075,1.0,690,690.0
123505,20140810,5903,247,919,1250,1081,5.0,984,4920.0
123506,20180514,5901,270,903,1250,1124,2.0,753,1506.0
123507,20090831,5901,271,903,1250,1124,3.0,992,2976.0
123508,20111210,5901,271,903,1250,1124,2080.0,822,1709760.0
123509,20131128,5901,345,903,1250,1124,28.0,858,24024.0
123510,20180728,5901,270,903,1250,1124,141.0,930,131130.0
123511,20170504,5901,324,903,1250,1124,1280.0,873,1117440.0
123512,20111230,5901,246,921,1250,1234,2.0,624,1248.0
123513,20180705,5901,247,919,1250,1234,8.0,641,5128.0
123514,20120730,5901,324,911,1250,1246,1.0,988,988.0
123515,20181023,5901,247,906,1250,1246,1.0,605,605.0
123516,20141130,5901,247,921,1250,1246,2.0,862,1724.0
123517,20160902,5901,324,903,1250,1246,0.5,773,386.5
123518,20110514,5901,325,913,1250,1246,1.0,823,823.0
123519,20130118,5901,247,919,1250,1246,7.0,798,5586.0
123520,20100909,5904,246,919,1250,1219,2.0,609,1218.0
123521,20100811,5905,246,919,1012,1160,2.0,873,1746.0
123522,20161125,5905,247,906,1063,1160,1.0,786,786.0
123523,20110301,5905,246,921,1090,1234,1.0,899,899.0
123524,20150718,5905,324,903,1090,1234,2648.0,718,1901264.0
123525,20110510,5905,246,919,1065,1160,1.0,729,729.0
123526,20140521,5905,247,919,1065,1234,1.0,843,843.0
123527,20160415,5905,247,921,1223,1234,1.0,790,790.0
123528,20131103,5905,247,919,1223,1234,1.0,508,508.0
123529,20121020,5905,247,919,1081,1234,1.0,675,675.0
123530,20100131,5905,243,906,1249,1264,1.0,925,925.0
123531,20100914,5905,246,921,1108,1264,2.0,939,1878.0
123532,20141104,5905,247,919,1108,1264,2.0,589,1178.0
123533,20100703,5905,246,919,1175,1160,1.0,879,879.0
123534,20130812,5906,247,921,1193,1081,1.0,648,648.0
123535,20130326,5905,247,921,1193,1264,1.0,696,696.0
123536,20090703,5905,325,903,1250,1124,20.0,788,15760.0
123537,20171029,5905,324,903,1250,1124,300.0,651,195300.0
123538,20171116,5907,247,921,1250,1160,1.0,702,702.0
123539,20130204,5905,247,921,1250,1160,6.0,886,5316.0
123540,20100315,5905,246,919,1250,1160,15.0,530,7950.0
123541,20111030,5905,246,921,1250,1234,1.0,883,883.0
123542,20120417,5905,241,919,1250,1234,1.0,647,647.0
123543,20140703,5905,247,919,1250,1234,14.0,720,10080.0
123544,20150201,5908,247,919,1250,1219,8.0,991,7928.0
123545,20130701,5905,241,919,1250,1219,1.0,832,832.0
123546,20130927,5905,247,919,1250,1219,1.0,588,588.0
123547,20170913,5905,247,906,1250,1264,3.0,764,2292.0
123548,20130624,5905,247,921,1250,1264,1.0,902,902.0
123549,20120827,5905,247,919,1250,1264,26.0,816,21216.0
123550,20161029,5905,247,919,1219,1264,2.0,980,1960.0
123551,20171124,5909,262,903,1230,1250,19.0,788,14972.0
123552,20130910,5909,351,904,1050,1128,72.0,941,67752.0
123553,20100414,5909,263,903,1090,1250,6.0,991,5946.0
123554,20090923,5909,263,903,1090,1250,84.0,702,58968.0
123555,20150318,5909,258,903,1081,1250,0.021,732,15.372
123556,20180101,5909,262,903,1081,1250,0.024,718,17.232
123557,20091004,5910,360,904,1088,1024,1.0,744,744.0
123558,20110718,5909,351,904,1088,1024,9.0,812,7308.0
123559,20140824,5909,351,904,1088,1165,10.0,632,6320.0
123560,20091231,5909,282,904,1088,1193,2.0,697,1394.0
123561,20090224,5909,246,919,1193,1075,1.0,600,600.0
123562,20151023,5909,310,903,1229,1016,503.0,912,458736.0
123563,20110911,5909,296,904,1233,1254,1.0,792,792.0
123564,20170120,5909,296,904,1247,1023,1.0,508,508.0
123565,20170605,5909,351,904,1247,1187,17.0,680,11560.0
123566,20160915,5909,258,903,1250,1016,99.2,918,91065.6
123567,20110613,5909,259,903,1250,1016,3.0,845,2535.0
123568,20090927,5909,311,903,1250,1016,98.0,916,89768.0
123569,20150215,5909,351,904,1250,1090,38.0,770,29260.0
123570,20130907,5909,241,919,1250,1075,1.0,857,857.0
123571,20110804,5909,246,919,1250,1075,11.0,865,9515.0
123572,20111029,5909,246,919,1250,1219,1.0,707,707.0
123573,20150206,5909,296,904,1254,1129,1.0,582,582.0
123574,20100118,5909,246,919,1219,1075,1.0,717,717.0
123575,20150305,5911,262,903,1090,1250,3816.0,634,2419344.0
123576,20160302,5911,262,903,1090,1250,3.0,517,1551.0
123577,20180126,5911,262,903,1090,1250,42.0,811,34062.0
123578,20170817,5911,258,903,1081,1250,0.105,516,54.18
123579,20130127,5911,262,903,1081,1250,0.12,681,81.72
123580,20150110,5911,262,903,1081,1250,44.0,771,33924.0
123581,20161007,5911,262,903,1081,1250,286.0,870,248820.0
123582,20130729,5912,331,904,1050,1090,11.0,555,6105.0
123583,20130505,5912,351,904,1050,1090,11.0,880,9680.0
123584,20170817,5912,324,916,1090,1145,1.0,690,690.0
123585,20151216,5913,241,919,1250,1081,1.0,806,806.0
123586,20140309,5913,247,919,1250,1081,2.0,976,1952.0
123587,20150912,5914,247,921,1012,1162,3.0,929,2787.0
123588,20160820,5914,292,921,1012,1162,1.0,855,855.0
123589,20180329,5914,247,919,1012,1162,9.0,529,4761.0
123590,20150928,5914,247,919,1012,1265,2.0,603,1206.0
123591,20161027,5914,247,901,1017,1162,1.0,529,529.0
123592,20101027,5914,293,906,1017,1162,2.0,947,1894.0
123593,20171218,5914,247,921,1017,1162,36.0,648,23328.0
123594,20170101,5914,292,921,1017,1162,3.0,507,1521.0
123595,20120216,5914,345,921,1017,1162,1.0,998,998.0
123596,20150228,5914,247,913,1017,1162,4.0,817,3268.0
123597,20111024,5914,246,919,1017,1162,18.0,669,12042.0
123598,20160526,5914,292,919,1017,1162,1.0,843,843.0
123599,20160924,5914,247,906,1017,1219,4.0,794,3176.0
123600,20091001,5914,246,921,1017,1219,3.0,691,2073.0
123601,20101202,5914,246,919,1017,1219,2.0,836,1672.0
123602,20090706,5914,246,921,1017,1265,1.0,617,617.0
123603,20161226,5914,292,921,1017,1265,1.0,924,924.0
123604,20130420,5914,247,921,1016,1162,2.0,809,1618.0
123605,20170120,5914,292,921,1016,1162,1.0,787,787.0
123606,20130322,5914,247,919,1016,1162,1.0,567,567.0
123607,20140112,5915,345,919,1016,1250,2.0,714,1428.0
123608,20090220,5914,246,921,1024,1162,1.0,637,637.0
123609,20130722,5914,247,921,1024,1219,1.0,636,636.0
123610,20150807,5914,247,919,1024,1219,2.0,682,1364.0
123611,20100519,5914,246,921,1024,1265,7.0,727,5089.0
123612,20170519,5914,292,921,1024,1265,1.0,549,549.0
123613,20150906,5914,247,919,1037,1162,2.0,770,1540.0
123614,20131120,5914,247,919,1037,1265,2.0,993,1986.0
123615,20160724,5914,247,921,1043,1162,9.0,985,8865.0
123616,20160915,5914,247,919,1043,1162,6.0,503,3018.0
123617,20090618,5914,246,921,1043,1250,1.0,585,585.0
123618,20110225,5914,246,921,1043,1265,1.0,534,534.0
123619,20161129,5914,247,919,1043,1265,3.0,813,2439.0
123620,20160515,5914,345,921,1230,1090,1.0,856,856.0
123621,20150624,5916,345,901,1230,1090,1.0,853,853.0
123622,20150725,5914,247,901,1230,1162,1.0,718,718.0
123623,20150505,5914,247,921,1230,1162,2.0,852,1704.0
123624,20150530,5914,247,919,1230,1162,1.0,592,592.0
123625,20110126,5914,246,921,1230,1265,2.0,536,1072.0
123626,20090905,5916,346,919,1050,1250,1.0,679,679.0
123627,20181227,5915,247,921,1050,1219,1.0,927,927.0
123628,20161227,5914,230,901,1050,1219,7.0,699,4893.0
123629,20150706,5914,247,921,1063,1162,4.0,866,3464.0
123630,20180731,5914,247,919,1063,1162,23.0,954,21942.0
123631,20160420,5914,247,919,1063,1219,1.0,564,564.0
123632,20120510,5914,247,919,1063,1265,2.0,574,1148.0
123633,20160619,5917,324,916,1090,1040,360.0,686,246960.0
123634,20090520,5917,325,908,1090,1040,2.0,655,1310.0
123635,20160116,5914,324,903,1090,1040,1.0,630,630.0
123636,20100529,5914,246,916,1090,1162,17.0,544,9248.0
123637,20170131,5914,345,916,1090,1162,6.0,511,3066.0
123638,20100106,5914,246,906,1090,1162,4.0,943,3772.0
123639,20151216,5914,292,906,1090,1162,3.0,837,2511.0
123640,20110421,5914,246,921,1090,1162,258.0,822,212076.0
123641,20180722,5914,292,921,1090,1162,23.0,835,19205.0
123642,20121215,5914,345,921,1090,1162,6.0,985,5910.0
123643,20150720,5914,247,913,1090,1162,34.0,987,33558.0
123644,20100917,5914,246,919,1090,1162,58.0,987,57246.0
123645,20131011,5914,247,921,1090,1219,6.0,971,5826.0
123646,20110721,5914,246,919,1090,1219,3.0,637,1911.0
123647,20150408,5914,292,919,1090,1219,1.0,659,659.0
123648,20170405,5914,247,921,1090,1265,15.0,696,10440.0
123649,20130824,5914,247,913,1090,1265,8.0,970,7760.0
123650,20160917,5914,247,919,1090,1265,2.0,976,1952.0
123651,20120524,5914,247,921,1065,1162,13.0,869,11297.0
123652,20180714,5914,247,919,1065,1162,12.0,981,11772.0
123653,20130103,5914,247,906,1065,1219,1.0,648,648.0
123654,20180919,5914,247,919,1065,1219,24.0,684,16416.0
123655,20101208,5914,246,906,1065,1265,1.0,769,769.0
123656,20131107,5914,292,906,1065,1265,1.0,789,789.0
123657,20160208,5914,247,921,1065,1265,2.0,709,1418.0
123658,20090629,5914,246,919,1065,1265,7.0,638,4466.0
123659,20090407,5914,246,919,1074,1162,2.0,544,1088.0
123660,20180510,5914,247,921,1223,1162,14.0,722,10108.0
123661,20181205,5914,247,919,1223,1162,8.0,874,6992.0
123662,20140413,5914,292,919,1223,1162,2.0,870,1740.0
123663,20170826,5914,345,901,1223,1219,1.0,594,594.0
123664,20100725,5914,246,921,1223,1219,6.0,717,4302.0
123665,20111022,5914,246,919,1223,1219,11.0,538,5918.0
123666,20090407,5914,293,919,1223,1219,1.0,585,585.0
123667,20160620,5914,247,921,1223,1265,1.0,766,766.0
123668,20090105,5914,246,919,1223,1265,3.0,743,2229.0
123669,20130127,5914,292,916,1080,1162,1.0,608,608.0
123670,20140914,5914,247,921,1080,1162,2.0,745,1490.0
123671,20130110,5914,292,921,1080,1162,2.0,583,1166.0
123672,20110426,5914,246,919,1080,1219,4.0,578,2312.0
123673,20130715,5914,292,906,1081,1162,1.0,974,974.0
123674,20170107,5914,247,921,1081,1162,5.0,874,4370.0
123675,20170709,5914,292,921,1081,1162,1.0,551,551.0
123676,20090710,5914,246,919,1081,1162,8.0,804,6432.0
123677,20100613,5914,259,903,1081,1250,0.008,608,4.864
123678,20151028,5914,247,921,1081,1265,1.0,555,555.0
123679,20120712,5914,247,919,1081,1265,1.0,968,968.0
123680,20150716,5914,247,901,1249,1162,3.0,607,1821.0
123681,20181210,5914,247,921,1249,1162,3.0,693,2079.0
123682,20181026,5914,247,919,1249,1162,1.0,543,543.0
123683,20090529,5914,346,901,1249,1219,1.0,594,594.0
123684,20110715,5914,246,906,1108,1162,1.0,627,627.0
123685,20131119,5914,292,906,1108,1162,1.0,950,950.0
123686,20180804,5914,247,921,1108,1162,2.0,813,1626.0
123687,20091224,5914,293,921,1108,1162,1.0,608,608.0
123688,20181211,5914,247,919,1108,1162,8.0,648,5184.0
123689,20180404,5914,292,919,1108,1162,1.0,716,716.0
123690,20131230,5914,247,921,1108,1265,4.0,823,3292.0
123691,20130713,5914,247,919,1108,1265,3.0,898,2694.0
123692,20140531,5914,247,921,1118,1162,2.0,674,1348.0
123693,20140323,5914,247,919,1118,1162,2.0,647,1294.0
123694,20101121,5914,246,921,1118,1265,1.0,641,641.0
123695,20160911,5917,228,901,1126,1050,1.0,582,582.0
123696,20101219,5914,246,919,1165,1162,1.0,673,673.0
123697,20160630,5914,345,901,1165,1219,4.0,608,2432.0
123698,20130123,5914,247,921,1175,1162,5.0,600,3000.0
123699,20180429,5914,247,919,1175,1162,3.0,665,1995.0
123700,20101019,5914,246,921,1175,1219,3.0,642,1926.0
123701,20090628,5914,246,921,1175,1265,7.0,796,5572.0
123702,20120915,5914,247,906,1168,1162,2.0,924,1848.0
123703,20150122,5914,247,921,1168,1162,3.0,683,2049.0
123704,20161112,5914,247,919,1168,1162,3.0,599,1797.0
123705,20161002,5914,247,919,1168,1219,1.0,886,886.0
123706,20180702,5914,247,921,1168,1265,6.0,789,4734.0
123707,20090503,5914,246,919,1187,1162,7.0,601,4207.0
123708,20171211,5914,292,921,1187,1219,1.0,508,508.0
123709,20130831,5914,247,914,1187,1265,1.0,632,632.0
123710,20180827,5914,247,921,1187,1265,1.0,884,884.0
123711,20130422,5914,247,919,1187,1265,4.0,654,2616.0
123712,20140905,5914,247,921,1188,1162,2.0,529,1058.0
123713,20160628,5914,247,919,1188,1162,1.0,679,679.0
123714,20180515,5914,247,919,1188,1219,1.0,653,653.0
123715,20141205,5914,247,919,1192,1162,3.0,952,2856.0
123716,20110501,5914,246,919,1192,1265,1.0,929,929.0
123717,20091006,5914,246,901,1193,1162,1.0,887,887.0
123718,20160908,5914,247,921,1193,1162,1.0,756,756.0
123719,20180626,5914,247,919,1193,1162,4.0,874,3496.0
123720,20151028,5914,247,921,1193,1265,2.0,532,1064.0
123721,20180520,5914,247,919,1193,1265,6.0,620,3720.0
123722,20170402,5914,292,901,1229,1162,1.0,729,729.0
123723,20120213,5914,247,921,1229,1162,13.0,552,7176.0
123724,20150819,5914,292,921,1229,1162,1.0,579,579.0
123725,20090127,5914,246,919,1229,1162,2.0,504,1008.0
123726,20090920,5914,246,901,1229,1219,1.0,848,848.0
123727,20140502,5914,247,921,1229,1219,5.0,896,4480.0
123728,20100923,5914,246,919,1229,1219,2.0,923,1846.0
123729,20131028,5914,247,921,1215,1162,6.0,955,5730.0
123730,20101207,5914,246,919,1215,1162,12.0,561,6732.0
123731,20100316,5917,251,921,1207,1250,1.0,619,619.0
123732,20140602,5914,247,921,1242,1265,1.0,921,921.0
123733,20120112,5916,247,901,1247,1223,1.0,587,587.0
123734,20160103,5914,247,921,1247,1265,1.0,948,948.0
123735,20170922,5914,247,919,1247,1265,1.0,597,597.0
123736,20101015,5914,246,919,1250,1065,4.0,561,2244.0
123737,20170103,5916,247,919,1250,1162,1.0,656,656.0
123738,20150125,5914,247,901,1250,1162,3.0,751,2253.0
123739,20170616,5914,247,906,1250,1162,1.0,832,832.0
123740,20130516,5914,247,921,1250,1162,76.0,656,49856.0
123741,20170802,5914,292,921,1250,1162,4.0,779,3116.0
123742,20111107,5914,246,919,1250,1162,160.0,673,107680.0
123743,20180904,5914,292,919,1250,1162,1.0,957,957.0
123744,20150713,5915,247,919,1250,1263,1.0,898,898.0
123745,20111126,5914,246,921,1250,1219,1.0,640,640.0
123746,20090916,5914,246,919,1250,1219,2.0,691,1382.0
123747,20180915,5915,247,921,1250,1219,1.0,789,789.0
123748,20140216,5915,247,919,1250,1219,7.0,650,4550.0
123749,20121028,5914,292,906,1250,1219,2.0,847,1694.0
123750,20100825,5914,246,921,1250,1219,36.0,904,32544.0
123751,20140402,5914,292,921,1250,1219,1.0,651,651.0
123752,20100705,5914,346,921,1250,1219,12.0,541,6492.0
123753,20110213,5914,246,913,1250,1219,1.0,960,960.0
123754,20151025,5914,247,919,1250,1219,345.0,624,215280.0
123755,20150123,5914,292,919,1250,1219,2.0,906,1812.0
123756,20150215,5915,247,919,1250,1264,1.0,711,711.0
123757,20130315,5914,247,919,1250,1264,4.0,597,2388.0
123758,20150406,5914,247,919,1250,1265,1.0,817,817.0
123759,20180928,5914,247,906,1250,1265,4.0,730,2920.0
123760,20140719,5914,292,906,1250,1265,2.0,584,1168.0
123761,20120913,5914,247,914,1250,1265,4.0,818,3272.0
123762,20181227,5914,247,921,1250,1265,97.0,530,51410.0
123763,20170404,5914,292,921,1250,1265,3.0,807,2421.0
123764,20130113,5914,247,919,1250,1265,164.0,726,119064.0
123765,20110718,5914,346,919,1250,1265,1.0,847,847.0
123766,20131122,5914,247,921,1252,1265,5.0,871,4355.0
123767,20120830,5914,247,919,1209,1265,1.0,500,500.0
123768,20110428,5914,293,901,1219,1162,1.0,594,594.0
123769,20090623,5914,293,906,1219,1162,2.0,548,1096.0
123770,20181004,5914,247,921,1219,1162,1.0,610,610.0
123771,20160317,5914,292,921,1219,1162,2.0,730,1460.0
123772,20130107,5914,247,919,1219,1162,6.0,676,4056.0
123773,20161031,5914,247,921,1219,1264,1.0,597,597.0
123774,20090805,5914,246,919,1219,1264,2.0,628,1256.0
123775,20120403,5914,247,914,1219,1265,1.0,713,713.0
123776,20160815,5914,247,921,1219,1265,3.0,612,1836.0
123777,20140523,5914,292,921,1219,1265,3.0,766,2298.0
123778,20160917,5914,247,919,1219,1265,5.0,987,4935.0
123779,20120422,5918,324,903,1090,1040,116.0,606,70296.0
123780,20170605,5918,324,903,1090,1040,116.0,882,102312.0
123781,20160102,5919,324,903,1090,1234,97.0,877,85069.0
123782,20160310,5920,301,909,1081,1152,1.0,835,835.0
123783,20100418,5920,302,909,1081,1193,1.0,766,766.0
123784,20091006,5920,302,909,1193,1081,1.0,966,966.0
123785,20110104,5921,325,908,1090,1040,1.0,601,601.0
123786,20091218,5921,325,903,1090,1040,2.0,821,1642.0
123787,20150514,5922,351,904,1230,1081,2.0,608,1216.0
123788,20170610,5923,351,904,1249,1230,3.0,779,2337.0
123789,20120310,5922,351,904,1249,1230,3.0,979,2937.0
123790,20140714,5922,247,919,1193,1075,1.0,948,948.0
123791,20121023,5924,351,904,1250,1090,1.0,854,854.0
123792,20090722,5922,351,904,1250,1090,11.0,898,9878.0
123793,20151217,5922,241,919,1250,1075,2.0,955,1910.0
123794,20161217,5922,247,919,1250,1075,2.0,933,1866.0
123795,20140530,5925,273,904,1111,1249,15.0,801,12015.0
123796,20090609,5926,311,903,1090,1258,10.0,812,8120.0
123797,20140730,5926,324,903,1090,1258,10.0,516,5160.0
123798,20111121,5927,311,903,1090,1258,10.0,921,9210.0
123799,20100318,5927,325,903,1090,1258,20.0,538,10760.0
123800,20140521,5927,353,904,1249,1250,1.0,992,992.0
123801,20180828,5927,228,901,1126,1050,1.0,525,525.0
123802,20130616,5928,324,903,1090,1258,90.0,679,61110.0
123803,20171017,5929,314,903,1250,1090,10.0,684,6840.0
123804,20101219,5930,351,904,1193,1254,1.0,672,672.0
123805,20090809,5931,229,901,1126,1050,1.0,662,662.0
123806,20110724,5932,351,904,1117,1074,6.0,670,4020.0
123807,20090721,5932,311,903,1117,1074,12.0,536,6432.0
123808,20170323,5933,331,904,1120,1165,44.0,716,31504.0
123809,20120924,5934,331,904,1250,1090,44.0,636,27984.0
123810,20140717,5935,331,904,1120,1090,58.0,809,46922.0
123811,20120516,5935,331,904,1250,1090,44.0,990,43560.0
123812,20181103,5936,324,903,1090,1141,10.0,520,5200.0
123813,20120418,5936,324,903,1223,1141,3.0,791,2373.0
123814,20141205,5936,324,903,1250,1141,2.0,603,1206.0
123815,20130730,5936,324,903,1250,1141,30.0,918,27540.0
123816,20160523,5937,324,901,1090,1141,2.0,921,1842.0
123817,20171028,5937,324,903,1090,1141,10.0,962,9620.0
123818,20121018,5937,345,904,1120,1141,2.0,511,1022.0
123819,20121109,5938,345,904,1223,1141,59.0,687,40533.0
123820,20170725,5938,345,904,1120,1141,12.0,616,7392.0
123821,20130503,5938,345,904,1250,1141,159.0,734,116706.0
123822,20100302,5938,325,903,1250,1141,12.0,826,9912.0
123823,20100531,5939,346,904,1250,1141,29.0,834,24186.0
123824,20121224,5940,324,901,1090,1141,2.0,536,1072.0
123825,20150617,5940,324,903,1090,1141,4.0,859,3436.0
123826,20100717,5941,346,904,1250,1141,48.0,760,36480.0
123827,20180307,5942,324,901,1090,1141,1.0,791,791.0
123828,20150922,5943,324,901,1090,1141,2.0,501,1002.0
123829,20110628,5944,346,904,1063,1141,42.0,1000,42000.0
123830,20090113,5944,346,904,1223,1141,111.0,926,102786.0
123831,20170113,5944,345,904,1120,1141,64.0,538,34432.0
123832,20161018,5944,345,904,1165,1141,72.0,501,36072.0
123833,20151013,5944,345,904,1250,1141,257.0,996,255972.0
123834,20091001,5945,346,904,1063,1141,20.0,688,13760.0
123835,20160211,5945,324,901,1090,1141,2.0,911,1822.0
123836,20141028,5945,345,904,1223,1141,98.0,872,85456.0
123837,20160503,5945,345,904,1081,1141,10.0,978,9780.0
123838,20171007,5945,345,904,1120,1141,45.0,606,27270.0
123839,20100418,5945,346,904,1165,1141,32.0,937,29984.0
123840,20180608,5945,345,904,1250,1141,114.0,782,89148.0
123841,20120912,5945,324,903,1250,1141,4.0,639,2556.0
123842,20130326,5946,345,904,1063,1141,42.0,822,34524.0
123843,20181112,5946,345,904,1223,1141,33.0,517,17061.0
123844,20111112,5946,346,904,1120,1141,30.0,690,20700.0
123845,20110410,5946,346,904,1165,1141,40.0,844,33760.0
123846,20170205,5946,345,904,1250,1141,146.0,541,78986.0
123847,20160616,5947,345,904,1063,1141,58.0,655,37990.0
123848,20121225,5947,324,901,1090,1141,1.0,967,967.0
123849,20180310,5947,345,904,1223,1141,61.0,911,55571.0
123850,20090812,5947,346,904,1081,1141,10.0,924,9240.0
123851,20110413,5947,346,904,1120,1141,40.0,575,23000.0
123852,20170406,5947,345,904,1250,1141,182.0,772,140504.0
123853,20170403,5947,324,903,1250,1141,4.0,786,3144.0
123854,20180730,5948,324,903,1090,1141,37.0,819,30303.0
123855,20090321,5948,325,903,1223,1141,7.0,952,6664.0
123856,20141229,5948,345,904,1120,1141,2.0,687,1374.0
123857,20130109,5948,324,903,1250,1141,3.0,925,2775.0
123858,20110204,5948,325,903,1250,1141,20.0,719,14380.0
123859,20150331,5949,324,901,1090,1141,5.0,938,4690.0
123860,20151211,5949,324,903,1090,1141,10.0,801,8010.0
123861,20130611,5949,345,904,1107,1141,12.0,726,8712.0
123862,20171012,5949,345,904,1120,1141,14.0,566,7924.0
123863,20151204,5950,324,903,1250,1090,1.0,834,834.0
123864,20150703,5949,345,904,1250,1141,117.0,783,91611.0
123865,20161211,5951,324,901,1090,1141,2.0,888,1776.0
123866,20161110,5951,324,903,1090,1141,4.0,950,3800.0
123867,20100607,5951,346,904,1250,1141,119.0,511,60809.0
123868,20110523,5951,325,903,1250,1141,2.0,855,1710.0
123869,20180614,5952,345,904,1120,1141,26.0,736,19136.0
123870,20140901,5953,324,901,1090,1141,2.0,980,1960.0
123871,20130520,5953,324,903,1090,1141,5.0,643,3215.0
123872,20101205,5953,325,903,1250,1141,7.0,665,4655.0
123873,20090915,5954,325,903,1250,1141,3.0,647,1941.0
123874,20170308,5955,324,901,1090,1141,1.0,575,575.0
123875,20160629,5956,324,901,1090,1141,3.0,651,1953.0
123876,20160802,5957,324,901,1090,1141,1.0,578,578.0
123877,20100403,5957,346,904,1120,1141,10.0,531,5310.0
123878,20130501,5957,345,904,1250,1141,90.0,690,62100.0
123879,20170331,5957,324,903,1250,1141,14.0,800,11200.0
123880,20170415,5958,324,901,1090,1141,1.0,804,804.0
123881,20180222,5958,331,904,1120,1247,6.0,898,5388.0
123882,20100318,5958,336,904,1250,1063,38.0,518,19684.0
123883,20090727,5959,325,901,1090,1141,2.0,715,1430.0
123884,20170106,5959,324,903,1090,1141,5.0,829,4145.0
123885,20160414,5959,345,904,1250,1141,1.0,913,913.0
123886,20100315,5960,346,904,1120,1141,13.0,869,11297.0
123887,20110212,5961,325,901,1090,1141,4.0,838,3352.0
123888,20131001,5962,345,904,1120,1141,30.0,683,20490.0
123889,20110922,5962,346,904,1250,1141,110.0,688,75680.0
123890,20170224,5962,324,903,1250,1141,14.0,596,8344.0
123891,20180717,5963,345,904,1250,1141,2.0,696,1392.0
123892,20090315,5964,325,901,1090,1141,15.0,935,14025.0
123893,20130912,5964,324,903,1090,1141,3.0,782,2346.0
123894,20160908,5964,345,904,1250,1141,166.0,775,128650.0
123895,20160327,5964,324,903,1250,1141,23.0,792,18216.0
123896,20101105,5965,346,904,1120,1141,36.0,699,25164.0
123897,20171008,5965,345,904,1143,1141,5.0,626,3130.0
123898,20150124,5965,345,904,1250,1141,136.0,634,86224.0
123899,20160127,5965,324,903,1250,1141,9.0,671,6039.0
123900,20140322,5966,324,901,1090,1141,1.0,741,741.0
123901,20160519,5966,345,904,1107,1141,34.0,941,31994.0
123902,20180323,5966,331,904,1107,1247,33.0,821,27093.0
123903,20110810,5966,332,904,1108,1247,22.0,804,17688.0
123904,20120502,5966,331,904,1120,1223,40.0,848,33920.0
123905,20161218,5966,345,904,1120,1141,65.0,524,34060.0
123906,20180122,5966,331,904,1120,1247,67.0,981,65727.0
123907,20180907,5966,345,904,1143,1141,5.0,928,4640.0
123908,20161229,5966,331,904,1165,1247,12.0,551,6612.0
123909,20121123,5967,345,904,1250,1043,4.0,588,2352.0
123910,20090609,5966,346,904,1250,1141,198.0,540,106920.0
123911,20180419,5966,324,903,1250,1141,4.0,991,3964.0
123912,20101027,5966,332,904,1250,1247,20.0,813,16260.0
123913,20110725,5968,346,904,1120,1141,10.0,972,9720.0
123914,20160404,5969,285,938,1250,1152,2.0,883,1766.0
123915,20101206,5970,325,903,1250,1073,3.0,949,2847.0
123916,20100311,5971,332,904,1248,1063,84.0,572,48048.0
123917,20091223,5971,336,904,1248,1250,10.0,691,6910.0
123918,20091125,5972,332,904,1043,1250,10.0,902,9020.0
123919,20120121,5971,331,904,1043,1250,335.0,743,248905.0
123920,20170604,5972,331,904,1049,1250,200.0,736,147200.0
123921,20110621,5972,332,904,1098,1250,12.0,715,8580.0
123922,20140920,5971,331,904,1107,1063,3492.0,690,2409480.0
123923,20140615,5973,331,904,1107,1118,200.0,706,141200.0
123924,20181017,5974,331,904,1107,1165,2775.0,688,1909200.0
123925,20150218,5971,331,904,1107,1235,5280.0,660,3484800.0
123926,20140515,5971,331,904,1107,1247,3085.0,887,2736395.0
123927,20150525,5971,335,904,1111,1250,10.0,983,9830.0
123928,20150327,5971,331,904,1113,1090,35.0,582,20370.0
123929,20090404,5971,332,904,1120,1063,1500.0,941,1411500.0
123930,20090101,5974,332,904,1120,1090,50.0,848,42400.0
123931,20111124,5971,332,904,1120,1090,50.0,860,43000.0
123932,20090121,5971,332,904,1120,1235,1100.0,867,953700.0
123933,20150515,5971,331,904,1120,1247,940.0,880,827200.0
123934,20101017,5972,332,904,1120,1250,112.0,977,109424.0
123935,20151226,5971,331,904,1120,1250,724.0,961,695764.0
123936,20170124,5971,331,904,1127,1090,153.0,915,139995.0
123937,20130512,5974,331,904,1127,1107,41.0,712,29192.0
123938,20151209,5972,331,904,1127,1250,55.0,961,52855.0
123939,20100310,5971,332,904,1128,1063,25.0,781,19525.0
123940,20170128,5971,331,904,1152,1250,30.0,538,16140.0
123941,20130628,5971,331,904,1143,1235,100.0,897,89700.0
123942,20141126,5971,331,904,1143,1247,5.0,879,4395.0
123943,20151126,5972,331,904,1143,1250,20.0,720,14400.0
123944,20090918,5972,332,904,1176,1250,30.0,732,21960.0
123945,20180102,5972,202,904,1185,1250,30.0,770,23100.0
123946,20100311,5972,332,904,1185,1250,30.0,540,16200.0
123947,20160904,5971,331,904,1190,1235,50.0,565,28250.0
