DateKey,Date,DateYear,DateDay,DateMonth
20130401,04/01/2013,2013,4,1
20130402,04/02/2013,2013,4,2
20130403,04/03/2013,2013,4,3
20130404,04/04/2013,2013,4,4
20130405,04/05/2013,2013,4,5
20130406,04/06/2013,2013,4,6
20130407,04/07/2013,2013,4,7
20130408,04/08/2013,2013,4,8
20130409,04/09/2013,2013,4,9
20130410,04/10/2013,2013,4,10
20130411,04/11/2013,2013,4,11
20130412,04/12/2013,2013,4,12
20130413,04/13/2013,2013,4,13
20130414,04/14/2013,2013,4,14
20130415,04/15/2013,2013,4,15
20130416,04/16/2013,2013,4,16
20130417,04/17/2013,2013,4,17
20130418,04/18/2013,2013,4,18
20130419,04/19/2013,2013,4,19
20130420,04/20/2013,2013,4,20
20130421,04/21/2013,2013,4,21
20130422,04/22/2013,2013,4,22
20130423,04/23/2013,2013,4,23
20130424,04/24/2013,2013,4,24
20130425,04/25/2013,2013,4,25
20130426,04/26/2013,2013,4,26
20130427,04/27/2013,2013,4,27
20130428,04/28/2013,2013,4,28
20130429,04/29/2013,2013,4,29
20130430,04/30/2013,2013,4,30
20130501,05/01/2013,2013,5,1
20130502,05/02/2013,2013,5,2
20130503,05/03/2013,2013,5,3
20130504,05/04/2013,2013,5,4
20130505,05/05/2013,2013,5,5
20130506,05/06/2013,2013,5,6
20130507,05/07/2013,2013,5,7
20130508,05/08/2013,2013,5,8
20130509,05/09/2013,2013,5,9
20130510,05/10/2013,2013,5,10
20130511,05/11/2013,2013,5,11
20130512,05/12/2013,2013,5,12
20130513,05/13/2013,2013,5,13
20130514,05/14/2013,2013,5,14
20130515,05/15/2013,2013,5,15
20130516,05/16/2013,2013,5,16
20130517,05/17/2013,2013,5,17
20130518,05/18/2013,2013,5,18
20130519,05/19/2013,2013,5,19
20130520,05/20/2013,2013,5,20
20130521,05/21/2013,2013,5,21
20130522,05/22/2013,2013,5,22
20130523,05/23/2013,2013,5,23
20130524,05/24/2013,2013,5,24
20130525,05/25/2013,2013,5,25
20130526,05/26/2013,2013,5,26
20130527,05/27/2013,2013,5,27
20130528,05/28/2013,2013,5,28
20130529,05/29/2013,2013,5,29
20130530,05/30/2013,2013,5,30
20130531,05/31/2013,2013,5,31
20130601,06/01/2013,2013,6,1
20130602,06/02/2013,2013,6,2
20130603,06/03/2013,2013,6,3
20130604,06/04/2013,2013,6,4
20130605,06/05/2013,2013,6,5
20130606,06/06/2013,2013,6,6
20130607,06/07/2013,2013,6,7
20130608,06/08/2013,2013,6,8
20130609,06/09/2013,2013,6,9
20130610,06/10/2013,2013,6,10
20130611,06/11/2013,2013,6,11
20130612,06/12/2013,2013,6,12
20130613,06/13/2013,2013,6,13
20130614,06/14/2013,2013,6,14
20130615,06/15/2013,2013,6,15
20130616,06/16/2013,2013,6,16
20130617,06/17/2013,2013,6,17
20130618,06/18/2013,2013,6,18
20130619,06/19/2013,2013,6,19
20130620,06/20/2013,2013,6,20
20130621,06/21/2013,2013,6,21
20130622,06/22/2013,2013,6,22
20130623,06/23/2013,2013,6,23
20130624,06/24/2013,2013,6,24
20130625,06/25/2013,2013,6,25
20130626,06/26/2013,2013,6,26
20130627,06/27/2013,2013,6,27
20130628,06/28/2013,2013,6,28
20130629,06/29/2013,2013,6,29
20130630,06/30/2013,2013,6,30
20130701,07/01/2013,2013,7,1
20130702,07/02/2013,2013,7,2
20130703,07/03/2013,2013,7,3
20130704,07/04/2013,2013,7,4
20130705,07/05/2013,2013,7,5
20130706,07/06/2013,2013,7,6
20130707,07/07/2013,2013,7,7
20130708,07/08/2013,2013,7,8
20130709,07/09/2013,2013,7,9
20130710,07/10/2013,2013,7,10
20130711,07/11/2013,2013,7,11
20130712,07/12/2013,2013,7,12
20130713,07/13/2013,2013,7,13
20130714,07/14/2013,2013,7,14
20130715,07/15/2013,2013,7,15
20130716,07/16/2013,2013,7,16
20130717,07/17/2013,2013,7,17
20130718,07/18/2013,2013,7,18
20130719,07/19/2013,2013,7,19
20130720,07/20/2013,2013,7,20
20130721,07/21/2013,2013,7,21
20130722,07/22/2013,2013,7,22
20130723,07/23/2013,2013,7,23
20130724,07/24/2013,2013,7,24
20130725,07/25/2013,2013,7,25
20130726,07/26/2013,2013,7,26
20130727,07/27/2013,2013,7,27
20130728,07/28/2013,2013,7,28
20130729,07/29/2013,2013,7,29
20130730,07/30/2013,2013,7,30
20130731,07/31/2013,2013,7,31
20130801,08/01/2013,2013,8,1
20130802,08/02/2013,2013,8,2
20130803,08/03/2013,2013,8,3
20130804,08/04/2013,2013,8,4
20130805,08/05/2013,2013,8,5
20130806,08/06/2013,2013,8,6
20130807,08/07/2013,2013,8,7
20130808,08/08/2013,2013,8,8
20130809,08/09/2013,2013,8,9
20130810,08/10/2013,2013,8,10
20130811,08/11/2013,2013,8,11
20130812,08/12/2013,2013,8,12
20130813,08/13/2013,2013,8,13
20130814,08/14/2013,2013,8,14
20130815,08/15/2013,2013,8,15
20130816,08/16/2013,2013,8,16
20130817,08/17/2013,2013,8,17
20130818,08/18/2013,2013,8,18
20130819,08/19/2013,2013,8,19
20130820,08/20/2013,2013,8,20
20130821,08/21/2013,2013,8,21
20130822,08/22/2013,2013,8,22
20130823,08/23/2013,2013,8,23
20130824,08/24/2013,2013,8,24
20130825,08/25/2013,2013,8,25
20130826,08/26/2013,2013,8,26
20130827,08/27/2013,2013,8,27
20130828,08/28/2013,2013,8,28
20130829,08/29/2013,2013,8,29
20130830,08/30/2013,2013,8,30
20130831,08/31/2013,2013,8,31
20130901,09/01/2013,2013,9,1
20130902,09/02/2013,2013,9,2
20130903,09/03/2013,2013,9,3
20130904,09/04/2013,2013,9,4
20130905,09/05/2013,2013,9,5
20130906,09/06/2013,2013,9,6
20130907,09/07/2013,2013,9,7
20130908,09/08/2013,2013,9,8
20130909,09/09/2013,2013,9,9
20130910,09/10/2013,2013,9,10
20130911,09/11/2013,2013,9,11
20130912,09/12/2013,2013,9,12
20130913,09/13/2013,2013,9,13
20130914,09/14/2013,2013,9,14
20130915,09/15/2013,2013,9,15
20130916,09/16/2013,2013,9,16
20130917,09/17/2013,2013,9,17
20130918,09/18/2013,2013,9,18
20130919,09/19/2013,2013,9,19
20130920,09/20/2013,2013,9,20
20130921,09/21/2013,2013,9,21
20130922,09/22/2013,2013,9,22
20130923,09/23/2013,2013,9,23
20130924,09/24/2013,2013,9,24
20130925,09/25/2013,2013,9,25
20130926,09/26/2013,2013,9,26
20130927,09/27/2013,2013,9,27
20130928,09/28/2013,2013,9,28
20130929,09/29/2013,2013,9,29
20130930,09/30/2013,2013,9,30
20131001,10/01/2013,2013,10,1
20131002,10/02/2013,2013,10,2
20131003,10/03/2013,2013,10,3
20131004,10/04/2013,2013,10,4
20131005,10/05/2013,2013,10,5
20131006,10/06/2013,2013,10,6
20131007,10/07/2013,2013,10,7
20131008,10/08/2013,2013,10,8
20131009,10/09/2013,2013,10,9
20131010,10/10/2013,2013,10,10
20131011,10/11/2013,2013,10,11
20131012,10/12/2013,2013,10,12
20131013,10/13/2013,2013,10,13
20131014,10/14/2013,2013,10,14
20131015,10/15/2013,2013,10,15
20131016,10/16/2013,2013,10,16
20131017,10/17/2013,2013,10,17
20131018,10/18/2013,2013,10,18
20131019,10/19/2013,2013,10,19
20131020,10/20/2013,2013,10,20
20131021,10/21/2013,2013,10,21
20131022,10/22/2013,2013,10,22
20131023,10/23/2013,2013,10,23
20131024,10/24/2013,2013,10,24
20131025,10/25/2013,2013,10,25
20131026,10/26/2013,2013,10,26
20131027,10/27/2013,2013,10,27
20131028,10/28/2013,2013,10,28
20131029,10/29/2013,2013,10,29
20131030,10/30/2013,2013,10,30
20131031,10/31/2013,2013,10,31
20131101,11/01/2013,2013,11,1
20131102,11/02/2013,2013,11,2
20131103,11/03/2013,2013,11,3
20131104,11/04/2013,2013,11,4
20131105,11/05/2013,2013,11,5
20131106,11/06/2013,2013,11,6
20131107,11/07/2013,2013,11,7
20131108,11/08/2013,2013,11,8
20131109,11/09/2013,2013,11,9
20131110,11/10/2013,2013,11,10
20131111,11/11/2013,2013,11,11
20131112,11/12/2013,2013,11,12
20131113,11/13/2013,2013,11,13
20131114,11/14/2013,2013,11,14
20131115,11/15/2013,2013,11,15
20131116,11/16/2013,2013,11,16
20131117,11/17/2013,2013,11,17
20131118,11/18/2013,2013,11,18
20131119,11/19/2013,2013,11,19
20131120,11/20/2013,2013,11,20
20131121,11/21/2013,2013,11,21
20131122,11/22/2013,2013,11,22
20131123,11/23/2013,2013,11,23
20131124,11/24/2013,2013,11,24
20131125,11/25/2013,2013,11,25
20131126,11/26/2013,2013,11,26
20131127,11/27/2013,2013,11,27
20131128,11/28/2013,2013,11,28
20131129,11/29/2013,2013,11,29
20131130,11/30/2013,2013,11,30
20131201,12/01/2013,2013,12,1
20131202,12/02/2013,2013,12,2
20131203,12/03/2013,2013,12,3
20131204,12/04/2013,2013,12,4
20131205,12/05/2013,2013,12,5
20131206,12/06/2013,2013,12,6
20131207,12/07/2013,2013,12,7
20131208,12/08/2013,2013,12,8
20131209,12/09/2013,2013,12,9
20131210,12/10/2013,2013,12,10
20131211,12/11/2013,2013,12,11
20131212,12/12/2013,2013,12,12
20131213,12/13/2013,2013,12,13
20131214,12/14/2013,2013,12,14
20131215,12/15/2013,2013,12,15
20131216,12/16/2013,2013,12,16
20131217,12/17/2013,2013,12,17
20131218,12/18/2013,2013,12,18
20131219,12/19/2013,2013,12,19
20131220,12/20/2013,2013,12,20
20131221,12/21/2013,2013,12,21
20131222,12/22/2013,2013,12,22
20131223,12/23/2013,2013,12,23
20131224,12/24/2013,2013,12,24
20131225,12/25/2013,2013,12,25
20131226,12/26/2013,2013,12,26
20131227,12/27/2013,2013,12,27
20131228,12/28/2013,2013,12,28
20131229,12/29/2013,2013,12,29
20131230,12/30/2013,2013,12,30
20131231,12/31/2013,2013,12,31
20140101,01/01/2014,2014,1,1
20140102,01/02/2014,2014,1,2
20140103,01/03/2014,2014,1,3
20140104,01/04/2014,2014,1,4
20140105,01/05/2014,2014,1,5
20140106,01/06/2014,2014,1,6
20140107,01/07/2014,2014,1,7
20140108,01/08/2014,2014,1,8
20140109,01/09/2014,2014,1,9
20140110,01/10/2014,2014,1,10
20140111,01/11/2014,2014,1,11
20140112,01/12/2014,2014,1,12
20140113,01/13/2014,2014,1,13
20140114,01/14/2014,2014,1,14
20140115,01/15/2014,2014,1,15
20140116,01/16/2014,2014,1,16
20140117,01/17/2014,2014,1,17
20140118,01/18/2014,2014,1,18
20140119,01/19/2014,2014,1,19
20140120,01/20/2014,2014,1,20
20140121,01/21/2014,2014,1,21
20140122,01/22/2014,2014,1,22
20140123,01/23/2014,2014,1,23
20140124,01/24/2014,2014,1,24
20140125,01/25/2014,2014,1,25
20140126,01/26/2014,2014,1,26
20140127,01/27/2014,2014,1,27
20140128,01/28/2014,2014,1,28
20140129,01/29/2014,2014,1,29
20140130,01/30/2014,2014,1,30
20140131,01/31/2014,2014,1,31
20140201,02/01/2014,2014,2,1
20140202,02/02/2014,2014,2,2
20140203,02/03/2014,2014,2,3
20140204,02/04/2014,2014,2,4
20140205,02/05/2014,2014,2,5
20140206,02/06/2014,2014,2,6
20140207,02/07/2014,2014,2,7
20140208,02/08/2014,2014,2,8
20140209,02/09/2014,2014,2,9
20140210,02/10/2014,2014,2,10
20140211,02/11/2014,2014,2,11
20140212,02/12/2014,2014,2,12
20140213,02/13/2014,2014,2,13
20140214,02/14/2014,2014,2,14
20140215,02/15/2014,2014,2,15
20140216,02/16/2014,2014,2,16
20140217,02/17/2014,2014,2,17
20140218,02/18/2014,2014,2,18
20140219,02/19/2014,2014,2,19
20140220,02/20/2014,2014,2,20
20140221,02/21/2014,2014,2,21
20140222,02/22/2014,2014,2,22
20140223,02/23/2014,2014,2,23
20140224,02/24/2014,2014,2,24
20140225,02/25/2014,2014,2,25
20140226,02/26/2014,2014,2,26
20140227,02/27/2014,2014,2,27
20140228,02/28/2014,2014,2,28
20140301,03/01/2014,2014,3,1
20140302,03/02/2014,2014,3,2
20140303,03/03/2014,2014,3,3
20140304,03/04/2014,2014,3,4
20140305,03/05/2014,2014,3,5
20140306,03/06/2014,2014,3,6
20140307,03/07/2014,2014,3,7
20140308,03/08/2014,2014,3,8
20140309,03/09/2014,2014,3,9
20140310,03/10/2014,2014,3,10
20140311,03/11/2014,2014,3,11
20140312,03/12/2014,2014,3,12
20140313,03/13/2014,2014,3,13
20140314,03/14/2014,2014,3,14
20140315,03/15/2014,2014,3,15
20140316,03/16/2014,2014,3,16
20140317,03/17/2014,2014,3,17
20140318,03/18/2014,2014,3,18
20140319,03/19/2014,2014,3,19
20140320,03/20/2014,2014,3,20
20140321,03/21/2014,2014,3,21
20140322,03/22/2014,2014,3,22
20140323,03/23/2014,2014,3,23
20140324,03/24/2014,2014,3,24
20140325,03/25/2014,2014,3,25
20140326,03/26/2014,2014,3,26
20140327,03/27/2014,2014,3,27
20140328,03/28/2014,2014,3,28
20140329,03/29/2014,2014,3,29
20140330,03/30/2014,2014,3,30
20140331,03/31/2014,2014,3,31
20140401,04/01/2014,2014,4,1
20140402,04/02/2014,2014,4,2
20140403,04/03/2014,2014,4,3
20140404,04/04/2014,2014,4,4
20140405,04/05/2014,2014,4,5
20140406,04/06/2014,2014,4,6
20140407,04/07/2014,2014,4,7
20140408,04/08/2014,2014,4,8
20140409,04/09/2014,2014,4,9
20140410,04/10/2014,2014,4,10
20140411,04/11/2014,2014,4,11
20140412,04/12/2014,2014,4,12
20140413,04/13/2014,2014,4,13
20140414,04/14/2014,2014,4,14
20140415,04/15/2014,2014,4,15
20140416,04/16/2014,2014,4,16
20140417,04/17/2014,2014,4,17
20140418,04/18/2014,2014,4,18
20140419,04/19/2014,2014,4,19
20140420,04/20/2014,2014,4,20
20140421,04/21/2014,2014,4,21
20140422,04/22/2014,2014,4,22
20140423,04/23/2014,2014,4,23
20140424,04/24/2014,2014,4,24
20140425,04/25/2014,2014,4,25
20140426,04/26/2014,2014,4,26
20140427,04/27/2014,2014,4,27
20140428,04/28/2014,2014,4,28
20140429,04/29/2014,2014,4,29
20140430,04/30/2014,2014,4,30
20140501,05/01/2014,2014,5,1
20140502,05/02/2014,2014,5,2
20140503,05/03/2014,2014,5,3
20140504,05/04/2014,2014,5,4
20140505,05/05/2014,2014,5,5
20140506,05/06/2014,2014,5,6
20140507,05/07/2014,2014,5,7
20140508,05/08/2014,2014,5,8
20140509,05/09/2014,2014,5,9
20140510,05/10/2014,2014,5,10
20140511,05/11/2014,2014,5,11
20140512,05/12/2014,2014,5,12
20140513,05/13/2014,2014,5,13
20140514,05/14/2014,2014,5,14
20140515,05/15/2014,2014,5,15
20140516,05/16/2014,2014,5,16
20140517,05/17/2014,2014,5,17
20140518,05/18/2014,2014,5,18
20140519,05/19/2014,2014,5,19
20140520,05/20/2014,2014,5,20
20140521,05/21/2014,2014,5,21
20140522,05/22/2014,2014,5,22
20140523,05/23/2014,2014,5,23
20140524,05/24/2014,2014,5,24
20140525,05/25/2014,2014,5,25
20140526,05/26/2014,2014,5,26
20140527,05/27/2014,2014,5,27
20140528,05/28/2014,2014,5,28
20140529,05/29/2014,2014,5,29
20140530,05/30/2014,2014,5,30
20140531,05/31/2014,2014,5,31
20140601,06/01/2014,2014,6,1
20140602,06/02/2014,2014,6,2
20140603,06/03/2014,2014,6,3
20140604,06/04/2014,2014,6,4
20140605,06/05/2014,2014,6,5
20140606,06/06/2014,2014,6,6
20140607,06/07/2014,2014,6,7
20140608,06/08/2014,2014,6,8
20140609,06/09/2014,2014,6,9
20140610,06/10/2014,2014,6,10
20140611,06/11/2014,2014,6,11
20140612,06/12/2014,2014,6,12
20140613,06/13/2014,2014,6,13
20140614,06/14/2014,2014,6,14
20140615,06/15/2014,2014,6,15
20140616,06/16/2014,2014,6,16
20140617,06/17/2014,2014,6,17
20140618,06/18/2014,2014,6,18
20140619,06/19/2014,2014,6,19
20140620,06/20/2014,2014,6,20
20140621,06/21/2014,2014,6,21
20140622,06/22/2014,2014,6,22
20140623,06/23/2014,2014,6,23
20140624,06/24/2014,2014,6,24
20140625,06/25/2014,2014,6,25
20140626,06/26/2014,2014,6,26
20140627,06/27/2014,2014,6,27
20140628,06/28/2014,2014,6,28
20140629,06/29/2014,2014,6,29
20140630,06/30/2014,2014,6,30
20140701,07/01/2014,2014,7,1
20140702,07/02/2014,2014,7,2
20140703,07/03/2014,2014,7,3
20140704,07/04/2014,2014,7,4
20140705,07/05/2014,2014,7,5
20140706,07/06/2014,2014,7,6
20140707,07/07/2014,2014,7,7
20140708,07/08/2014,2014,7,8
20140709,07/09/2014,2014,7,9
20140710,07/10/2014,2014,7,10
20140711,07/11/2014,2014,7,11
20140712,07/12/2014,2014,7,12
20140713,07/13/2014,2014,7,13
20140714,07/14/2014,2014,7,14
20140715,07/15/2014,2014,7,15
20140716,07/16/2014,2014,7,16
20140717,07/17/2014,2014,7,17
20140718,07/18/2014,2014,7,18
20140719,07/19/2014,2014,7,19
20140720,07/20/2014,2014,7,20
20140721,07/21/2014,2014,7,21
20140722,07/22/2014,2014,7,22
20140723,07/23/2014,2014,7,23
20140724,07/24/2014,2014,7,24
20140725,07/25/2014,2014,7,25
20140726,07/26/2014,2014,7,26
20140727,07/27/2014,2014,7,27
20140728,07/28/2014,2014,7,28
20140729,07/29/2014,2014,7,29
20140730,07/30/2014,2014,7,30
20140731,07/31/2014,2014,7,31
20140801,08/01/2014,2014,8,1
20140802,08/02/2014,2014,8,2
20140803,08/03/2014,2014,8,3
20140804,08/04/2014,2014,8,4
20140805,08/05/2014,2014,8,5
20140806,08/06/2014,2014,8,6
20140807,08/07/2014,2014,8,7
20140808,08/08/2014,2014,8,8
20140809,08/09/2014,2014,8,9
20140810,08/10/2014,2014,8,10
20140811,08/11/2014,2014,8,11
20140812,08/12/2014,2014,8,12
20140813,08/13/2014,2014,8,13
20140814,08/14/2014,2014,8,14
20140815,08/15/2014,2014,8,15
20140816,08/16/2014,2014,8,16
20140817,08/17/2014,2014,8,17
20140818,08/18/2014,2014,8,18
20140819,08/19/2014,2014,8,19
20140820,08/20/2014,2014,8,20
20140821,08/21/2014,2014,8,21
20140822,08/22/2014,2014,8,22
20140823,08/23/2014,2014,8,23
20140824,08/24/2014,2014,8,24
20140825,08/25/2014,2014,8,25
20140826,08/26/2014,2014,8,26
20140827,08/27/2014,2014,8,27
20140828,08/28/2014,2014,8,28
20140829,08/29/2014,2014,8,29
20140830,08/30/2014,2014,8,30
20140831,08/31/2014,2014,8,31
20140901,09/01/2014,2014,9,1
20140902,09/02/2014,2014,9,2
20140903,09/03/2014,2014,9,3
20140904,09/04/2014,2014,9,4
20140905,09/05/2014,2014,9,5
20140906,09/06/2014,2014,9,6
20140907,09/07/2014,2014,9,7
20140908,09/08/2014,2014,9,8
20140909,09/09/2014,2014,9,9
20140910,09/10/2014,2014,9,10
20140911,09/11/2014,2014,9,11
20140912,09/12/2014,2014,9,12
20140913,09/13/2014,2014,9,13
20140914,09/14/2014,2014,9,14
20140915,09/15/2014,2014,9,15
20140916,09/16/2014,2014,9,16
20140917,09/17/2014,2014,9,17
20140918,09/18/2014,2014,9,18
20140919,09/19/2014,2014,9,19
20140920,09/20/2014,2014,9,20
20140921,09/21/2014,2014,9,21
20140922,09/22/2014,2014,9,22
20140923,09/23/2014,2014,9,23
20140924,09/24/2014,2014,9,24
20140925,09/25/2014,2014,9,25
20140926,09/26/2014,2014,9,26
20140927,09/27/2014,2014,9,27
20140928,09/28/2014,2014,9,28
20140929,09/29/2014,2014,9,29
20140930,09/30/2014,2014,9,30
20141001,10/01/2014,2014,10,1
20141002,10/02/2014,2014,10,2
20141003,10/03/2014,2014,10,3
20141004,10/04/2014,2014,10,4
20141005,10/05/2014,2014,10,5
20141006,10/06/2014,2014,10,6
20141007,10/07/2014,2014,10,7
20141008,10/08/2014,2014,10,8
20141009,10/09/2014,2014,10,9
20141010,10/10/2014,2014,10,10
20141011,10/11/2014,2014,10,11
20141012,10/12/2014,2014,10,12
20141013,10/13/2014,2014,10,13
20141014,10/14/2014,2014,10,14
20141015,10/15/2014,2014,10,15
20141016,10/16/2014,2014,10,16
20141017,10/17/2014,2014,10,17
20141018,10/18/2014,2014,10,18
20141019,10/19/2014,2014,10,19
20141020,10/20/2014,2014,10,20
20141021,10/21/2014,2014,10,21
20141022,10/22/2014,2014,10,22
20141023,10/23/2014,2014,10,23
20141024,10/24/2014,2014,10,24
20141025,10/25/2014,2014,10,25
20141026,10/26/2014,2014,10,26
20141027,10/27/2014,2014,10,27
20141028,10/28/2014,2014,10,28
20141029,10/29/2014,2014,10,29
20141030,10/30/2014,2014,10,30
20141031,10/31/2014,2014,10,31
20141101,11/01/2014,2014,11,1
20141102,11/02/2014,2014,11,2
20141103,11/03/2014,2014,11,3
20141104,11/04/2014,2014,11,4
20141105,11/05/2014,2014,11,5
20141106,11/06/2014,2014,11,6
20141107,11/07/2014,2014,11,7
20141108,11/08/2014,2014,11,8
20141109,11/09/2014,2014,11,9
20141110,11/10/2014,2014,11,10
20141111,11/11/2014,2014,11,11
20141112,11/12/2014,2014,11,12
20141113,11/13/2014,2014,11,13
20141114,11/14/2014,2014,11,14
20141115,11/15/2014,2014,11,15
20141116,11/16/2014,2014,11,16
20141117,11/17/2014,2014,11,17
20141118,11/18/2014,2014,11,18
20141119,11/19/2014,2014,11,19
20141120,11/20/2014,2014,11,20
20141121,11/21/2014,2014,11,21
20141122,11/22/2014,2014,11,22
20141123,11/23/2014,2014,11,23
20141124,11/24/2014,2014,11,24
20141125,11/25/2014,2014,11,25
20141126,11/26/2014,2014,11,26
20141127,11/27/2014,2014,11,27
20141128,11/28/2014,2014,11,28
20141129,11/29/2014,2014,11,29
20141130,11/30/2014,2014,11,30
20141201,12/01/2014,2014,12,1
20141202,12/02/2014,2014,12,2
20141203,12/03/2014,2014,12,3
20141204,12/04/2014,2014,12,4
20141205,12/05/2014,2014,12,5
20141206,12/06/2014,2014,12,6
20141207,12/07/2014,2014,12,7
20141208,12/08/2014,2014,12,8
20141209,12/09/2014,2014,12,9
20141210,12/10/2014,2014,12,10
20141211,12/11/2014,2014,12,11
20141212,12/12/2014,2014,12,12
20141213,12/13/2014,2014,12,13
20141214,12/14/2014,2014,12,14
20141215,12/15/2014,2014,12,15
20141216,12/16/2014,2014,12,16
20141217,12/17/2014,2014,12,17
20141218,12/18/2014,2014,12,18
20141219,12/19/2014,2014,12,19
20141220,12/20/2014,2014,12,20
20141221,12/21/2014,2014,12,21
20141222,12/22/2014,2014,12,22
20141223,12/23/2014,2014,12,23
20141224,12/24/2014,2014,12,24
20141225,12/25/2014,2014,12,25
20141226,12/26/2014,2014,12,26
20141227,12/27/2014,2014,12,27
20141228,12/28/2014,2014,12,28
20141229,12/29/2014,2014,12,29
20141230,12/30/2014,2014,12,30
20141231,12/31/2014,2014,12,31
20150101,01/01/2015,2015,1,1
20150102,01/02/2015,2015,1,2
20150103,01/03/2015,2015,1,3
20150104,01/04/2015,2015,1,4
20150105,01/05/2015,2015,1,5
20150106,01/06/2015,2015,1,6
20150107,01/07/2015,2015,1,7
20150108,01/08/2015,2015,1,8
20150109,01/09/2015,2015,1,9
20150110,01/10/2015,2015,1,10
20150111,01/11/2015,2015,1,11
20150112,01/12/2015,2015,1,12
20150113,01/13/2015,2015,1,13
20150114,01/14/2015,2015,1,14
20150115,01/15/2015,2015,1,15
20150116,01/16/2015,2015,1,16
20150117,01/17/2015,2015,1,17
20150118,01/18/2015,2015,1,18
20150119,01/19/2015,2015,1,19
20150120,01/20/2015,2015,1,20
20150121,01/21/2015,2015,1,21
20150122,01/22/2015,2015,1,22
20150123,01/23/2015,2015,1,23
20150124,01/24/2015,2015,1,24
20150125,01/25/2015,2015,1,25
20150126,01/26/2015,2015,1,26
20150127,01/27/2015,2015,1,27
20150128,01/28/2015,2015,1,28
20150129,01/29/2015,2015,1,29
20150130,01/30/2015,2015,1,30
20150131,01/31/2015,2015,1,31
20150201,02/01/2015,2015,2,1
20150202,02/02/2015,2015,2,2
20150203,02/03/2015,2015,2,3
20150204,02/04/2015,2015,2,4
20150205,02/05/2015,2015,2,5
20150206,02/06/2015,2015,2,6
20150207,02/07/2015,2015,2,7
20150208,02/08/2015,2015,2,8
20150209,02/09/2015,2015,2,9
20150210,02/10/2015,2015,2,10
20150211,02/11/2015,2015,2,11
20150212,02/12/2015,2015,2,12
20150213,02/13/2015,2015,2,13
20150214,02/14/2015,2015,2,14
20150215,02/15/2015,2015,2,15
20150216,02/16/2015,2015,2,16
20150217,02/17/2015,2015,2,17
20150218,02/18/2015,2015,2,18
20150219,02/19/2015,2015,2,19
20150220,02/20/2015,2015,2,20
20150221,02/21/2015,2015,2,21
20150222,02/22/2015,2015,2,22
20150223,02/23/2015,2015,2,23
20150224,02/24/2015,2015,2,24
20150225,02/25/2015,2015,2,25
20150226,02/26/2015,2015,2,26
20150227,02/27/2015,2015,2,27
20150228,02/28/2015,2015,2,28
20150301,03/01/2015,2015,3,1
20150302,03/02/2015,2015,3,2
20150303,03/03/2015,2015,3,3
20150304,03/04/2015,2015,3,4
20150305,03/05/2015,2015,3,5
20150306,03/06/2015,2015,3,6
20150307,03/07/2015,2015,3,7
20150308,03/08/2015,2015,3,8
20150309,03/09/2015,2015,3,9
20150310,03/10/2015,2015,3,10
20150311,03/11/2015,2015,3,11
20150312,03/12/2015,2015,3,12
20150313,03/13/2015,2015,3,13
20150314,03/14/2015,2015,3,14
20150315,03/15/2015,2015,3,15
20150316,03/16/2015,2015,3,16
20150317,03/17/2015,2015,3,17
20150318,03/18/2015,2015,3,18
20150319,03/19/2015,2015,3,19
20150320,03/20/2015,2015,3,20
20150321,03/21/2015,2015,3,21
20150322,03/22/2015,2015,3,22
20150323,03/23/2015,2015,3,23
20150324,03/24/2015,2015,3,24
20150325,03/25/2015,2015,3,25
20150326,03/26/2015,2015,3,26
20150327,03/27/2015,2015,3,27
20150328,03/28/2015,2015,3,28
20150329,03/29/2015,2015,3,29
20150330,03/30/2015,2015,3,30
20150331,03/31/2015,2015,3,31
20150401,04/01/2015,2015,4,1
20150402,04/02/2015,2015,4,2
20150403,04/03/2015,2015,4,3
20150404,04/04/2015,2015,4,4
20150405,04/05/2015,2015,4,5
20150406,04/06/2015,2015,4,6
20150407,04/07/2015,2015,4,7
20150408,04/08/2015,2015,4,8
20150409,04/09/2015,2015,4,9
20150410,04/10/2015,2015,4,10
20150411,04/11/2015,2015,4,11
20150412,04/12/2015,2015,4,12
20150413,04/13/2015,2015,4,13
20150414,04/14/2015,2015,4,14
20150415,04/15/2015,2015,4,15
20150416,04/16/2015,2015,4,16
20150417,04/17/2015,2015,4,17
20150418,04/18/2015,2015,4,18
20150419,04/19/2015,2015,4,19
20150420,04/20/2015,2015,4,20
20150421,04/21/2015,2015,4,21
20150422,04/22/2015,2015,4,22
20150423,04/23/2015,2015,4,23
20150424,04/24/2015,2015,4,24
20150425,04/25/2015,2015,4,25
20150426,04/26/2015,2015,4,26
20150427,04/27/2015,2015,4,27
20150428,04/28/2015,2015,4,28
20150429,04/29/2015,2015,4,29
20150430,04/30/2015,2015,4,30
20150501,05/01/2015,2015,5,1
20150502,05/02/2015,2015,5,2
20150503,05/03/2015,2015,5,3
20150504,05/04/2015,2015,5,4
20150505,05/05/2015,2015,5,5
20150506,05/06/2015,2015,5,6
20150507,05/07/2015,2015,5,7
20150508,05/08/2015,2015,5,8
20150509,05/09/2015,2015,5,9
20150510,05/10/2015,2015,5,10
20150511,05/11/2015,2015,5,11
20150512,05/12/2015,2015,5,12
20150513,05/13/2015,2015,5,13
20150514,05/14/2015,2015,5,14
20150515,05/15/2015,2015,5,15
20150516,05/16/2015,2015,5,16
