,TransactionNumber,DateNumber,SpecieNumber,MarketingNumber,TermNumber,ImporterNumber,ExporterNumber,Quantity,UnitPrice,TotalPrice
43682,118923,20160805,5493,224,904,1118,1050,97.0,634,61498.0
43683,128437,20150606,6162,273,904,1118,1050,24.0,495,11880.0
43684,128438,20120605,6162,367,904,1118,1123,35.0,921,32235.0
43685,131046,20120116,6530,279,904,1118,1050,27.0,426,11502.0
43686,139379,20131106,7793,264,904,1118,1146,17.0,954,16218.0
43687,139767,20120326,7918,359,904,1118,1146,18.0,343,6174.0
43688,141157,20160331,8398,240,904,1118,1146,41.0,939,38499.0
43689,141776,20160707,8572,295,904,1118,1146,27.0,578,15606.0
43690,143586,20130409,9195,326,904,1118,1146,30.0,644,19320.0
43691,159187,20140908,11961,278,904,1118,1123,64.0,672,43008.0
43692,159188,20171226,11961,306,904,1118,1130,89.0,755,67195.0
43693,103329,20141207,3439,309,904,1118,1162,25.0,76,1900.0
43694,103474,20110712,3460,354,904,1118,1162,23.0,487,11201.0
43695,110993,20111217,4598,298,904,1118,1162,53.0,146,7738.0
43696,133499,20160907,6842,308,904,1118,1162,57.0,732,41724.0
43697,133696,20120813,6867,335,904,1118,1162,36.0,490,17640.0
43698,154130,20170212,11546,208,904,1118,1162,98.0,310,30380.0
43699,153040,20180704,11388,295,904,1118,1254,94.0,443,41642.0
43700,153039,20160301,11412,341,904,1118,1248,13.0,777,10101.0
43701,160222,20131031,12069,329,904,1118,1230,47.0,330,15510.0
43702,102706,20130330,3376,214,904,1118,1230,81.0,297,24057.0
43703,106198,20090918,4153,208,904,1118,1230,18.0,945,17010.0
43704,106242,20100725,4171,277,904,1118,1230,80.0,323,25840.0
43705,106247,20180113,4175,201,904,1118,1230,55.0,549,30195.0
43706,151098,20110928,11053,294,904,1118,1230,14.0,44,616.0
43707,151099,20120302,11053,354,904,1118,1235,98.0,582,57036.0
43708,151766,20091019,11173,222,904,1118,1218,45.0,869,39105.0
43709,153041,20091203,11388,361,904,1118,1218,54.0,786,42444.0
43710,165813,20120522,12685,228,904,1118,1123,41.0,380,15580.0
43711,105762,20130613,3974,258,904,1118,1218,85.0,386,32810.0
43712,105878,20090821,4011,363,904,1118,1218,100.0,884,88400.0
43713,105889,20151109,4013,296,904,1118,1218,56.0,877,49112.0
43714,130110,20131105,6395,204,904,1118,1050,33.0,147,4851.0
43715,166614,20160807,12774,206,903,1118,1250,94.0,278,26132.0
43716,122290,20140806,5821,292,903,1118,1250,14.0,395,5530.0
43717,122914,20090407,5864,204,903,1118,1250,90.0,221,19890.0
43718,166613,20111221,12774,228,903,1118,1250,81.0,47,3807.0
43719,122912,20121122,5860,363,903,1118,1250,15.0,392,5880.0
43720,113925,20090522,4715,310,903,1118,1250,58.0,590,34220.0
43721,113926,20110410,4716,331,903,1118,1250,17.0,448,7616.0
43722,113929,20110413,4719,268,903,1118,1250,80.0,258,20640.0
43723,113933,20100320,4721,295,903,1118,1250,29.0,567,16443.0
43724,158915,20100313,11857,208,903,1118,1250,59.0,420,24780.0
43725,158977,20090501,11878,220,903,1118,1250,73.0,658,48034.0
43726,158982,20110930,11883,284,903,1118,1250,94.0,536,50384.0
43727,158983,20101118,11884,201,903,1118,1250,26.0,609,15834.0
43728,158984,20100628,11885,358,903,1118,1250,61.0,211,12871.0
43729,158986,20090205,11887,303,903,1118,1250,2.0,707,1414.0
43730,158996,20100413,11893,253,903,1118,1250,63.0,765,48195.0
43731,159012,20090721,11902,274,903,1118,1250,71.0,525,37275.0
43732,159013,20090731,11903,353,903,1118,1250,70.0,344,24080.0
43733,159019,20101215,11906,262,903,1118,1250,52.0,508,26416.0
43734,159020,20110328,11907,268,903,1118,1250,63.0,817,51471.0
43735,159023,20100104,11910,316,903,1118,1250,17.0,244,4148.0
43736,159024,20110804,11911,246,903,1118,1250,72.0,107,7704.0
43737,113922,20181123,4712,366,903,1118,1250,11.0,683,7513.0
43738,113924,20180111,4714,309,903,1118,1250,34.0,597,20298.0
43739,113927,20120307,4717,320,903,1118,1250,93.0,230,21390.0
43740,113928,20151230,4718,284,903,1118,1250,24.0,767,18408.0
43741,113934,20160525,4722,205,903,1118,1250,45.0,715,32175.0
43742,113935,20160426,4723,306,903,1118,1250,92.0,949,87308.0
43743,113936,20151030,4724,294,903,1118,1250,77.0,945,72765.0
43744,113950,20131117,4731,258,903,1118,1250,46.0,72,3312.0
43745,116103,20150507,5089,361,903,1118,1070,62.0,705,43710.0
43746,116110,20161120,5091,322,903,1118,1070,34.0,76,2584.0
43747,120031,20120622,5624,257,903,1118,1070,18.0,949,17082.0
43748,123305,20120803,5878,208,903,1118,1114,62.0,28,1736.0
43749,136611,20181201,7353,228,903,1118,1144,18.0,135,2430.0
43750,138447,20160922,7562,239,903,1118,1250,9.0,918,8262.0
43751,158916,20130710,11858,306,903,1118,1250,65.0,533,34645.0
43752,158917,20160401,11859,274,903,1118,1250,54.0,411,22194.0
43753,158918,20140714,11860,244,903,1118,1250,14.0,603,8442.0
43754,158919,20160604,11861,264,903,1118,1250,93.0,745,69285.0
43755,158920,20140506,11862,216,903,1118,1250,76.0,723,54948.0
43756,158921,20140712,11863,364,903,1118,1250,48.0,841,40368.0
43757,158945,20151006,11867,284,903,1118,1250,82.0,794,65108.0
43758,158967,20130127,11868,326,903,1118,1250,22.0,132,2904.0
43759,158968,20150123,11869,266,903,1118,1250,5.0,312,1560.0
43760,158969,20160812,11870,314,903,1118,1250,70.0,689,48230.0
43761,158970,20121209,11871,201,903,1118,1250,79.0,717,56643.0
43762,158981,20140811,11882,242,903,1118,1250,93.0,780,72540.0
43763,158985,20150418,11886,296,903,1118,1250,77.0,411,31647.0
43764,158987,20150910,11888,239,903,1118,1250,33.0,771,25443.0
43765,158988,20160316,11889,258,903,1118,1250,91.0,15,1365.0
43766,158989,20180915,11890,304,903,1118,1250,8.0,499,3992.0
43767,158995,20131004,11892,278,903,1118,1250,16.0,704,11264.0
43768,158997,20160517,11894,297,903,1118,1250,76.0,147,11172.0
43769,158998,20170122,11895,278,903,1118,1250,75.0,511,38325.0
43770,159007,20131011,11897,255,903,1118,1250,29.0,601,17429.0
43771,159009,20170925,11899,278,903,1118,1250,30.0,934,28020.0
43772,159010,20160920,11900,262,903,1118,1250,33.0,252,8316.0
43773,159011,20150807,11901,345,903,1118,1250,43.0,684,29412.0
43774,159014,20140615,11904,333,903,1118,1250,94.0,527,49538.0
43775,159021,20150530,11908,299,903,1118,1250,33.0,523,17259.0
43776,159022,20160310,11909,287,903,1118,1250,75.0,966,72450.0
43777,164663,20120317,12523,308,903,1118,1250,23.0,569,13087.0
43778,164760,20121008,12559,224,903,1118,1144,36.0,145,5220.0
43779,164783,20150710,12569,277,903,1118,1144,30.0,340,10200.0
43780,123369,20171126,5884,352,903,1118,1250,12.0,719,8628.0
43781,122080,20161215,5757,216,903,1118,1123,64.0,673,43072.0
43782,122906,20180505,5861,314,903,1118,1050,33.0,230,7590.0
43783,122907,20120402,5861,279,903,1118,1050,5.0,945,4725.0
43784,122291,20130427,5823,310,903,1118,1250,52.0,158,8216.0
43785,122910,20161011,5861,279,903,1118,1153,12.0,480,5760.0
43786,122908,20170531,5861,283,903,1118,1114,77.0,660,50820.0
43787,122909,20140114,5861,213,903,1118,1114,67.0,656,43952.0
43788,122913,20170220,5864,294,903,1118,1250,60.0,211,12660.0
43789,166612,20120203,12774,278,903,1118,1250,98.0,492,48216.0
43790,123371,20090702,5880,274,903,1118,1250,11.0,576,6336.0
43791,122394,20120521,5831,373,903,1118,1218,79.0,828,65412.0
43792,122911,20150117,5860,266,903,1118,1250,85.0,318,27030.0
43793,123370,20170524,5880,275,903,1118,1250,6.0,371,2226.0
43794,166344,20120215,12749,297,902,1118,1230,41.0,508,20828.0
43795,166347,20140824,12747,322,902,1118,1050,32.0,67,2144.0
43796,166350,20120721,12749,236,902,1118,1250,10.0,578,5780.0
43797,166346,20180626,12747,324,902,1118,1050,78.0,916,71448.0
43798,166349,20150525,12749,242,902,1118,1250,72.0,965,69480.0
43799,105638,20151206,3923,297,902,1118,1250,99.0,465,46035.0
43800,106186,20180120,4145,273,902,1118,1250,25.0,456,11400.0
43801,125493,20140312,6076,295,901,1118,1212,93.0,630,58590.0
43802,101415,20130617,3268,295,901,1118,1235,38.0,351,13338.0
43803,125472,20111116,6085,258,901,1118,1144,1.0,775,775.0
43804,148299,20110725,10696,205,901,1118,1184,57.0,209,11913.0
43805,103331,20170318,3439,367,901,1118,1165,91.0,508,46228.0
43806,103476,20160831,3455,306,901,1118,1250,81.0,789,63909.0
43807,133303,20141105,6833,310,901,1118,1250,62.0,173,10726.0
43808,161892,20150528,12299,277,901,1118,1250,68.0,940,63920.0
43809,130562,20160104,6438,351,977,1117,1093,10.0,642,6420.0
43810,130563,20170918,6438,296,977,1117,1084,12.0,997,11964.0
43811,130564,20171102,6438,264,977,1117,1250,47.0,897,42159.0
43812,166033,20110628,12722,356,973,1117,1084,76.0,541,41116.0
43813,164893,20150818,12570,333,967,1117,1114,88.0,748,65824.0
43814,135363,20161115,7131,309,955,1117,1093,51.0,320,16320.0
43815,136701,20110715,7375,205,954,1117,1223,3.0,922,2766.0
43816,136702,20181020,7377,328,954,1117,1223,39.0,815,31785.0
43817,164634,20150509,12516,340,954,1117,1093,91.0,671,61061.0
43818,101663,20130809,3284,340,944,1117,1060,87.0,554,48198.0
43819,106645,20100530,4189,264,943,1117,1017,79.0,821,64859.0
43820,110922,20110812,4592,210,940,1117,1084,74.0,14,1036.0
43821,125358,20110502,6076,349,940,1117,1084,10.0,576,5760.0
43822,113305,20160220,4652,352,940,1117,1121,69.0,613,42297.0
43823,154098,20160709,11535,268,940,1117,1121,81.0,236,19116.0
43824,129848,20120428,6375,354,939,1117,1158,63.0,746,46998.0
43825,166601,20110818,12773,322,939,1117,1093,8.0,386,3088.0
43826,166602,20101018,12774,320,939,1117,1093,18.0,369,6642.0
43827,129571,20160522,6359,282,939,1117,1084,65.0,596,38740.0
43828,135838,20110929,7200,283,938,1117,1093,100.0,558,55800.0
43829,165090,20120215,12586,268,936,1117,1084,68.0,607,41276.0
43830,110923,20090602,4592,358,931,1117,1084,89.0,456,40584.0
43831,154736,20101104,11556,312,931,1117,1084,73.0,585,42705.0
43832,154737,20111115,11556,367,931,1117,1121,67.0,92,6164.0
43833,155017,20110222,11562,329,931,1117,1121,42.0,902,37884.0
43834,156440,20100722,11599,353,931,1117,1223,78.0,539,42042.0
43835,156442,20101012,11599,203,931,1117,1084,68.0,183,12444.0
43836,156446,20111124,11599,324,931,1117,1121,54.0,265,14310.0
43837,159321,20090310,11974,264,931,1117,1121,69.0,731,50439.0
43838,159467,20100422,11980,244,931,1117,1223,68.0,10,680.0
43839,163727,20091119,12407,322,931,1117,1123,20.0,519,10380.0
43840,110919,20140405,4592,258,931,1117,1017,17.0,750,12750.0
43841,110920,20180427,4592,320,931,1117,1093,8.0,603,4824.0
43842,110926,20181207,4592,283,931,1117,1121,9.0,72,648.0
43843,112390,20180420,4632,206,931,1117,1121,79.0,144,11376.0
43844,113307,20180223,4652,285,931,1117,1121,98.0,58,5684.0
43845,154735,20131019,11556,202,931,1117,1093,80.0,56,4480.0
43846,156452,20180711,11599,224,931,1117,1141,69.0,934,64446.0
43847,156455,20120125,11599,220,931,1117,1168,67.0,500,33500.0
43848,159466,20120413,11980,239,931,1117,1093,31.0,52,1612.0
43849,163724,20160820,12407,365,931,1117,1017,27.0,419,11313.0
43850,163725,20160425,12407,272,931,1117,1084,88.0,975,85800.0
43851,163728,20150813,12407,202,931,1117,1141,56.0,349,19544.0
43852,125357,20130207,6079,303,931,1117,1084,20.0,127,2540.0
43853,125360,20130814,6076,364,931,1117,1084,9.0,571,5139.0
43854,125364,20160831,6076,363,931,1117,1121,52.0,681,35412.0
43855,125365,20160318,6082,352,931,1117,1123,27.0,712,19224.0
43856,127627,20150107,6118,230,931,1117,1123,98.0,618,60564.0
43857,101404,20100504,3266,214,931,1117,1084,8.0,973,7784.0
43858,113303,20110304,4652,210,931,1117,1084,81.0,324,26244.0
43859,156444,20110215,11598,283,931,1117,1084,76.0,200,15200.0
43860,156448,20100907,11601,318,931,1117,1121,74.0,619,45806.0
43861,110925,20121111,4592,298,931,1117,1121,55.0,682,37510.0
43862,110928,20150826,4592,218,931,1117,1168,60.0,779,46740.0
43863,110929,20160512,4595,272,931,1117,1250,33.0,963,31779.0
43864,112761,20131014,4640,369,931,1117,1017,29.0,221,6409.0
43865,112762,20140725,4640,309,931,1117,1093,13.0,158,2054.0
43866,112763,20130714,4640,370,931,1117,1121,22.0,333,7326.0
43867,125356,20160319,6077,222,931,1117,1084,83.0,958,79514.0
43868,125359,20130420,6076,329,931,1117,1084,4.0,44,176.0
43869,154096,20130326,11535,347,931,1117,1084,4.0,877,3508.0
43870,154097,20141116,11535,358,931,1117,1249,69.0,404,27876.0
43871,154100,20140703,11535,299,931,1117,1121,6.0,837,5022.0
43872,155018,20120421,11563,341,931,1117,1121,90.0,829,74610.0
43873,156443,20130308,11601,242,931,1117,1084,20.0,535,10700.0
43874,156451,20120618,11598,308,931,1117,1121,20.0,588,11760.0
43875,156453,20170421,11598,251,931,1117,1141,90.0,768,69120.0
43876,110924,20110816,4592,281,931,1117,1121,56.0,590,33040.0
43877,112389,20100818,4632,270,931,1117,1121,67.0,953,63851.0
43878,113306,20100309,4652,359,931,1117,1121,92.0,667,61364.0
43879,162842,20110804,12370,331,931,1117,1158,74.0,762,56388.0
43880,110927,20131230,4592,272,931,1117,1158,84.0,757,63588.0
43881,113308,20150715,4652,201,931,1117,1158,36.0,70,2520.0
43882,155016,20181127,11562,262,931,1117,1121,68.0,789,53652.0
43883,156445,20170613,11599,285,931,1117,1121,85.0,392,33320.0
43884,156454,20120421,11599,270,931,1117,1158,99.0,155,15345.0
43885,163726,20131105,12407,289,931,1117,1121,5.0,753,3765.0
43886,125363,20170525,6076,258,931,1117,1121,3.0,486,1458.0
43887,125361,20110224,6077,314,931,1117,1121,22.0,437,9614.0
43888,125362,20170821,6076,356,931,1117,1121,76.0,648,49248.0
43889,127628,20140129,6117,366,931,1117,1158,98.0,327,32046.0
43890,154099,20180210,11535,356,931,1117,1121,22.0,591,13002.0
43891,156447,20160605,11601,281,931,1117,1121,66.0,575,37950.0
43892,156450,20180511,11598,204,931,1117,1121,11.0,742,8162.0
43893,128336,20120324,6149,358,925,1117,1084,22.0,860,18920.0
43894,100935,20100331,3236,367,925,1117,1250,20.0,786,15720.0
43895,107461,20090315,4215,372,925,1117,1093,73.0,872,63656.0
43896,106646,20160610,4189,354,925,1117,1093,59.0,676,39884.0
43897,106647,20141108,4191,270,925,1117,1093,89.0,6,534.0
43898,106648,20140511,4188,232,925,1117,1084,26.0,844,21944.0
43899,107462,20150923,4213,206,925,1117,1093,90.0,747,67230.0
43900,108175,20181115,4259,356,925,1117,1093,62.0,364,22568.0
43901,141430,20161124,8494,283,925,1117,1093,66.0,136,8976.0
43902,145516,20150925,9960,312,925,1117,1250,90.0,999,89910.0
43903,145804,20141122,9980,203,925,1117,1084,70.0,429,30030.0
43904,110921,20090601,4592,202,923,1117,1084,78.0,581,45318.0
43905,156441,20090219,11599,328,923,1117,1084,13.0,601,7813.0
43906,156449,20101123,11598,283,923,1117,1121,26.0,184,4784.0
43907,120249,20091101,5645,345,923,1117,1121,55.0,545,29975.0
43908,113304,20120922,4652,272,923,1117,1121,2.0,456,912.0
43909,120248,20180513,5643,343,923,1117,1121,97.0,540,52380.0
43910,106644,20160624,4188,301,915,1117,1013,22.0,782,17204.0
43911,108351,20121012,4268,372,915,1117,1050,9.0,342,3078.0
43912,165436,20130411,12633,301,909,1117,1093,77.0,601,46277.0
43913,100737,20120503,3211,282,909,1117,1168,87.0,278,24186.0
43914,166190,20150308,12731,312,909,1117,1097,91.0,130,11830.0
43915,100510,20100828,3140,270,907,1117,1250,16.0,243,3888.0
43916,100520,20101123,3142,224,907,1117,1250,72.0,847,60984.0
43917,100532,20101207,3145,218,907,1117,1250,66.0,442,29172.0
43918,100462,20130329,3127,331,907,1117,1250,100.0,135,13500.0
43919,100469,20140506,3128,333,907,1117,1250,56.0,60,3360.0
43920,100486,20140412,3133,373,907,1117,1250,99.0,507,50193.0
43921,100540,20150331,3147,204,907,1117,1250,50.0,243,12150.0
43922,100544,20140629,3148,278,907,1117,1250,58.0,719,41702.0
43923,107865,20180621,4234,312,905,1117,1093,39.0,776,30264.0
43924,107866,20170514,4234,297,905,1117,1093,31.0,806,24986.0
43925,108350,20180630,4268,297,905,1117,1050,53.0,30,1590.0
43926,104382,20160726,3626,370,904,1117,1168,58.0,565,32770.0
43927,116024,20140414,5059,341,904,1117,1168,92.0,220,20240.0
43928,117323,20120421,5261,352,904,1117,1168,29.0,443,12847.0
43929,117458,20121229,5283,333,904,1117,1168,33.0,278,9174.0
43930,118628,20171029,5454,314,904,1117,1168,24.0,269,6456.0
43931,119516,20140629,5558,367,904,1117,1168,92.0,457,42044.0
43932,119551,20150526,5560,230,904,1117,1168,27.0,957,25839.0
43933,119600,20150705,5563,287,904,1117,1168,47.0,387,18189.0
43934,119630,20110209,5566,274,904,1117,1168,10.0,100,1000.0
43935,119655,20130316,5569,298,904,1117,1168,13.0,225,2925.0
43936,119672,20120330,5571,369,904,1117,1168,23.0,168,3864.0
43937,119700,20090422,5575,318,904,1117,1168,25.0,37,925.0
43938,119729,20150223,5577,296,904,1117,1168,71.0,10,710.0
43939,119786,20110330,5587,228,904,1117,1168,73.0,433,31609.0
43940,119826,20091207,5592,366,904,1117,1168,31.0,561,17391.0
43941,119846,20130423,5594,258,904,1117,1168,76.0,39,2964.0
43942,119867,20090615,5597,306,904,1117,1168,43.0,612,26316.0
43943,119898,20171224,5598,278,904,1117,1168,76.0,200,15200.0
43944,130446,20160510,6427,239,904,1117,1168,91.0,903,82173.0
43945,130469,20121003,6431,244,904,1117,1168,54.0,789,42606.0
43946,130673,20171117,6444,232,904,1117,1168,50.0,337,16850.0
43947,130724,20160415,6460,354,904,1117,1168,97.0,374,36278.0
43948,130791,20110626,6484,328,904,1117,1168,78.0,766,59748.0
43949,130847,20170726,6502,324,904,1117,1168,88.0,820,72160.0
43950,130901,20161206,6515,258,904,1117,1168,36.0,698,25128.0
43951,130931,20130120,6518,253,904,1117,1168,12.0,248,2976.0
43952,130961,20100205,6520,363,904,1117,1168,51.0,801,40851.0
43953,130978,20170928,6521,230,904,1117,1168,98.0,376,36848.0
43954,131042,20140211,6530,322,904,1117,1168,21.0,306,6426.0
43955,131160,20140807,6552,273,904,1117,1168,19.0,63,1197.0
43956,135429,20140922,7141,260,904,1117,1168,54.0,683,36882.0
43957,135471,20141226,7147,373,904,1117,1168,65.0,941,61165.0
43958,135527,20171019,7156,282,904,1117,1168,64.0,157,10048.0
43959,135584,20140811,7162,343,904,1117,1168,37.0,77,2849.0
43960,135638,20180416,7170,340,904,1117,1168,4.0,184,736.0
43961,135668,20150503,7172,209,904,1117,1168,31.0,352,10912.0
43962,135839,20120910,7201,236,904,1117,1168,48.0,798,38304.0
43963,135957,20141103,7211,253,904,1117,1168,24.0,445,10680.0
43964,135998,20131230,7213,278,904,1117,1168,73.0,845,61685.0
43965,136089,20170129,7227,353,904,1117,1168,34.0,5,170.0
43966,136139,20090806,7231,270,904,1117,1168,96.0,16,1536.0
43967,136180,20150514,7240,248,904,1117,1168,82.0,714,58548.0
43968,136229,20090116,7249,268,904,1117,1168,82.0,55,4510.0
43969,136252,20140428,7251,210,904,1117,1168,54.0,278,15012.0
43970,136301,20121003,7259,258,904,1117,1168,66.0,460,30360.0
43971,138510,20180225,7574,349,904,1117,1168,6.0,197,1182.0
43972,138660,20140802,7604,358,904,1117,1168,16.0,621,9936.0
43973,140711,20131108,8284,230,904,1117,1168,7.0,775,5425.0
43974,141600,20171106,8528,210,904,1117,1168,28.0,755,21140.0
43975,142199,20180601,8677,281,904,1117,1168,15.0,737,11055.0
43976,144995,20151208,9819,278,904,1117,1168,26.0,150,3900.0
43977,145374,20121201,9922,309,904,1117,1168,65.0,310,20150.0
43978,146331,20150226,10073,335,904,1117,1168,22.0,707,15554.0
43979,146332,20150219,10073,213,904,1117,1168,53.0,201,10653.0
43980,148160,20180223,10655,341,904,1117,1168,43.0,165,7095.0
43981,158265,20110209,11672,310,904,1117,1168,12.0,849,10188.0
43982,158312,20090112,11675,209,904,1117,1168,44.0,378,16632.0
43983,158332,20160417,11676,230,904,1117,1168,43.0,321,13803.0
43984,103660,20160517,3506,322,904,1117,1168,39.0,844,32916.0
43985,100013,20090408,3008,312,904,1117,1093,98.0,544,53312.0
43986,100597,20090206,3168,358,904,1117,1017,45.0,999,44955.0
43987,100599,20090729,3169,272,904,1117,1168,32.0,327,10464.0
43988,103472,20100302,3455,202,904,1117,1064,21.0,643,13503.0
43989,103473,20170524,3459,314,904,1117,1118,23.0,689,15847.0
43990,103658,20090215,3506,281,904,1117,1093,61.0,453,27633.0
43991,103659,20170906,3506,232,904,1117,1168,16.0,380,6080.0
43992,103962,20090612,3560,361,904,1117,1063,71.0,502,35642.0
43993,114375,20130610,4791,309,904,1117,1063,85.0,446,37910.0
43994,114376,20121027,4790,249,904,1117,1063,87.0,564,49068.0
43995,123806,20110724,5932,301,904,1117,1073,88.0,337,29656.0
43996,152027,20100115,11222,316,904,1117,1064,10.0,552,5520.0
43997,120791,20110903,5682,238,904,1117,1114,52.0,703,36556.0
43998,121719,20100614,5732,312,904,1117,1114,69.0,576,39744.0
43999,122000,20091106,5745,249,904,1117,1114,32.0,117,3744.0
44000,129031,20090615,6300,358,904,1117,1114,6.0,276,1656.0
44001,129389,20100128,6326,277,904,1117,1114,54.0,110,5940.0
44002,132135,20090828,6717,296,904,1117,1114,23.0,337,7751.0
44003,137676,20110627,7483,274,904,1117,1114,52.0,646,33592.0
44004,138243,20111103,7522,297,904,1117,1114,85.0,112,9520.0
44005,148935,20111027,10774,297,904,1117,1114,27.0,470,12690.0
44006,149011,20100819,10778,370,904,1117,1114,68.0,224,15232.0
44007,149795,20100603,10878,273,904,1117,1114,68.0,804,54672.0
44008,158942,20090715,11864,227,904,1117,1114,78.0,741,57798.0
44009,160072,20111208,12029,326,904,1117,1250,40.0,820,32800.0
44010,163729,20110214,12407,365,904,1117,1250,10.0,196,1960.0
44011,108671,20180409,4280,244,904,1117,1110,39.0,712,27768.0
44012,108673,20160407,4278,205,904,1117,1114,60.0,191,11460.0
44013,109610,20161007,4513,260,904,1117,1114,39.0,255,9945.0
44014,114566,20141214,4828,359,904,1117,1250,75.0,190,14250.0
44015,114726,20140131,4864,345,904,1117,1250,23.0,758,17434.0
44016,120949,20170111,5694,364,904,1117,1114,75.0,439,32925.0
44017,121091,20160902,5700,341,904,1117,1114,33.0,991,32703.0
44018,121195,20130823,5704,236,904,1117,1114,93.0,90,8370.0
44019,121325,20170323,5709,202,904,1117,1114,15.0,687,10305.0
44020,121471,20180304,5717,279,904,1117,1114,28.0,664,18592.0
44021,121571,20170711,5723,249,904,1117,1114,86.0,230,19780.0
44022,121892,20120501,5739,296,904,1117,1114,39.0,922,35958.0
44023,128994,20141014,6297,214,904,1117,1110,26.0,699,18174.0
44024,129122,20160801,6304,351,904,1117,1114,12.0,411,4932.0
44025,129282,20160113,6316,270,904,1117,1114,53.0,37,1961.0
44026,131743,20140607,6688,232,904,1117,1114,57.0,410,23370.0
44027,131910,20170507,6706,309,904,1117,1114,8.0,713,5704.0
44028,131947,20120130,6707,309,904,1117,1114,74.0,656,48544.0
44029,132474,20151117,6749,314,904,1117,1114,36.0,474,17064.0
44030,132624,20160930,6763,295,904,1117,1114,85.0,299,25415.0
44031,133835,20161022,6885,249,904,1117,1114,94.0,501,47094.0
44032,134000,20170713,6909,329,904,1117,1114,5.0,602,3010.0
44033,134079,20150524,6914,351,904,1117,1114,22.0,958,21076.0
44034,134142,20151126,6918,279,904,1117,1114,20.0,719,14380.0
44035,134614,20140313,7039,242,904,1117,1114,13.0,277,3601.0
44036,136825,20160711,7383,218,904,1117,1114,65.0,315,20475.0
44037,136875,20160817,7384,341,904,1117,1114,54.0,749,40446.0
44038,136976,20140223,7389,206,904,1117,1114,31.0,59,1829.0
44039,137073,20140106,7392,359,904,1117,1114,76.0,905,68780.0
44040,137532,20170403,7475,279,904,1117,1114,64.0,288,18432.0
44041,137764,20151001,7490,273,904,1117,1114,63.0,442,27846.0
44042,137877,20150305,7494,337,904,1117,1114,65.0,862,56030.0
44043,138001,20171120,7500,289,904,1117,1114,17.0,332,5644.0
44044,138085,20171223,7513,238,904,1117,1110,98.0,182,17836.0
44045,138159,20140329,7520,349,904,1117,1114,62.0,86,5332.0
44046,138936,20120319,7654,335,904,1117,1114,95.0,454,43130.0
44047,138991,20180802,7657,240,904,1117,1114,57.0,766,43662.0
44048,148791,20170725,10767,283,904,1117,1114,9.0,385,3465.0
44049,149639,20120530,10871,246,904,1117,1114,14.0,336,4704.0
44050,149928,20170731,10889,216,904,1117,1114,62.0,720,44640.0
44051,150004,20140414,10894,287,904,1117,1114,70.0,317,22190.0
44052,150121,20121008,10899,213,904,1117,1114,21.0,166,3486.0
44053,155019,20120116,11562,230,904,1117,1250,37.0,710,26270.0
44054,160071,20150702,12031,255,904,1117,1250,100.0,457,45700.0
44055,161200,20130216,12172,278,904,1117,1114,74.0,175,12950.0
44056,161406,20140925,12197,281,904,1117,1250,70.0,407,28490.0
44057,161665,20170928,12267,304,904,1117,1114,60.0,327,19620.0
44058,163312,20130717,12400,220,904,1117,1250,25.0,616,15400.0
44059,155499,20110905,11589,273,904,1117,1250,38.0,832,31616.0
44060,114506,20130611,4819,349,904,1117,1250,81.0,346,28026.0
44061,159468,20120313,11980,367,904,1117,1250,21.0,909,19089.0
44062,162402,20120818,12347,353,904,1117,1250,69.0,685,47265.0
44063,162843,20150410,12372,299,904,1117,1250,42.0,178,7476.0
44064,157983,20180623,11629,370,904,1117,1250,8.0,343,2744.0
44065,120948,20090513,5694,273,904,1117,1114,7.0,157,1099.0
44066,121194,20100513,5704,318,904,1117,1114,64.0,563,36032.0
44067,121324,20100819,5709,272,904,1117,1114,62.0,274,16988.0
44068,121643,20101003,5726,309,904,1117,1114,69.0,607,41883.0
44069,129121,20100911,6304,236,904,1117,1114,72.0,602,43344.0
44070,131742,20100315,6688,290,904,1117,1114,85.0,628,53380.0
44071,132134,20090305,6717,208,904,1117,1114,10.0,245,2450.0
44072,136975,20090207,7389,341,904,1117,1114,15.0,104,1560.0
44073,137373,20110528,7454,209,904,1117,1114,72.0,94,6768.0
44074,138876,20110728,7651,255,904,1117,1114,30.0,88,2640.0
44075,149010,20090702,10778,331,904,1117,1114,91.0,797,72527.0
44076,150120,20090920,10899,260,904,1117,1114,46.0,311,14306.0
44077,151527,20091012,11134,349,904,1117,1250,5.0,971,4855.0
44078,157982,20100816,11629,284,904,1117,1250,91.0,725,65975.0
44079,161664,20110227,12267,373,904,1117,1114,80.0,20,1600.0
44080,108672,20131212,4278,224,904,1117,1114,31.0,171,5301.0
44081,109609,20130706,4513,282,904,1117,1114,67.0,330,22110.0
44082,109974,20141210,4581,205,904,1117,1114,37.0,870,32190.0
44083,121090,20130126,5700,314,904,1117,1114,16.0,34,544.0
44084,121470,20150306,5717,347,904,1117,1114,62.0,830,51460.0
44085,121570,20171110,5723,298,904,1117,1114,35.0,55,1925.0
44086,121718,20171215,5732,202,904,1117,1114,39.0,853,33267.0
44087,121891,20120221,5739,358,904,1117,1114,75.0,854,64050.0
44088,129281,20180903,6316,333,904,1117,1114,93.0,353,32829.0
44089,132006,20140926,6713,203,904,1117,1114,27.0,31,837.0
44090,132317,20130604,6736,220,904,1117,1114,82.0,890,72980.0
44091,132473,20161231,6749,232,904,1117,1114,50.0,304,15200.0
